MTW > 40 GeV:
------------------------------------------------------------------------------------
Initial	Scrap	HEHB	Trigger	PV	Muon	LMVeto	LEVeto	Jet	MT	bTag

19069	19069	0	1444	1444	1187	1186	1185	564	442	0
------------------------------------------------------------------------------------

RunNumber|	EventNumber|	LumiBlock|	ptLepton|	relIso|	ptjet1|	ptjet2|	MET|	MT|	btagjet1|	btagjet2
================================================================================================================================
1|	916723|	2|	51.2602|	0.0233805 (1.19849, 0, 0) |	128.048|	96.3436|	39.4136|	67.7019|	|	
1|	916775|	2|	51.2264|	0.0523788 (2.68318, 0, 0) |	83.0547|	59.1572|	16.2842|	55.6553|	|	
1|	916840|	2|	85.8617|	0.0571103 (1.05978, 2.29258, 1.55123) |	93.3614|	66.9571|	67.7232|	93.2312|	|	
1|	916930|	2|	62.7945|	0 (0, 0, 0) |	60.191|	59.3333|	35.7923|	88.0688|	|	
1|	916956|	2|	55.4378|	0 (0, 0, 0) |	116.31|	90.6844|	32.7413|	84.1264|	|	
1|	917022|	2|	34.8547|	0 (0, 0, 0) |	70.3185|	48.3409|	50.2274|	67.355|	|	
1|	917036|	2|	54.6072|	0.0153214 (0, 0.836659, 0) |	60.0364|	35.3962|	24.6129|	71.8112|	|	
1|	917122|	2|	35.5227|	0 (0, 0, 0) |	91.781|	32.3607|	106.207|	68.8898|	|	
1|	917196|	2|	36.7573|	0.0726164 (0, 1.30389, 1.3653) |	97.0723|	88.4645|	33.2506|	67.6197|	|	
1|	917203|	2|	102.158|	0.0558733 (0, 2.11621, 3.5917) |	102.149|	64.6674|	32.3308|	114.663|	|	
1|	917261|	2|	39.4848|	0.129561 (3.09927, 0.479348, 1.53708) |	37.2631|	32.8521|	51.6168|	59.9572|	|	
1|	917301|	2|	50.7826|	0.00664158 (0, 0.337277, 0) |	92.8061|	30.7086|	62.2328|	75.037|	|	
1|	917327|	2|	52.5915|	0.0189902 (0, 0.998721, 0) |	36.4188|	30.3739|	49.9329|	79.6221|	|	
1|	2437992|	5|	51.6073|	0.0219576 (1.13317, 0, 0) |	85.7525|	42.63|	75.6081|	75.7066|	|	
1|	2438181|	5|	97.0256|	0.017408 (1.12416, 0, 0.564858) |	90.4397|	38.94|	18.1257|	46.8268|	|	
1|	2438280|	5|	23.1825|	0.141429 (0, 1.65965, 1.61902) |	112.608|	88.809|	86.013|	89.2933|	|	
1|	2438390|	5|	53.9|	0 (0, 0, 0) |	63.8676|	51.1929|	50.246|	69.7549|	|	
1|	2438414|	5|	66.1821|	0.0150762 (0, 0.997774, 0) |	39.6339|	31.2813|	36.8049|	67.7152|	|	
1|	2438465|	5|	52.3551|	0.0611182 (1.00128, 0.344096, 1.85447) |	55.7298|	31.2188|	31.71|	77.5737|	|	
1|	2438489|	5|	61.9712|	0.0727852 (0.967379, 0.85263, 2.69058) |	73.527|	70.1862|	30.3331|	75.0182|	|	
1|	2438516|	5|	34.263|	0.0355762 (0, 0.671604, 0.547344) |	119.999|	72.9139|	52.4528|	84.1371|	|	
1|	2438590|	5|	45.943|	0.0605062 (1.13388, 0.829373, 0.816579) |	74.8946|	30.233|	72.1739|	92.2062|	|	
1|	2150026|	5|	32.5037|	0.0382288 (0, 0.675035, 0.567544) |	53.2166|	41.4676|	61.5705|	80.6604|	|	
1|	2150046|	5|	25.9696|	0.0793253 (0.927466, 1.13258, 0) |	52.6501|	43.8984|	63.581|	65.0744|	|	
1|	2150063|	5|	34.0091|	0 (0, 0, 0) |	46.2622|	45.0188|	46.6967|	76.7563|	|	
1|	2150125|	5|	29.4209|	0.123664 (0, 2.05942, 1.57889) |	40.8518|	30.5374|	53.3285|	79.154|	|	
1|	2150241|	5|	33.0041|	0 (0, 0, 0) |	79.5614|	54.1478|	46.2386|	59.6177|	|	
1|	2150290|	5|	40.0045|	0.0249666 (0, 0.998776, 0) |	92.0115|	52.2541|	46.1459|	62.6912|	|	
1|	2150303|	5|	27.8854|	0 (0, 0, 0) |	109.379|	93.919|	56.1027|	79.0947|	|	
1|	2150339|	5|	29.085|	0.00895373 (0, 0.260419, 0) |	50.0255|	41.3277|	44.0882|	71.0597|	|	
1|	2150383|	5|	70.7116|	0.0335942 (1.01923, 1.35627, 0) |	39.9607|	39.374|	20.9196|	75.8501|	|	
1|	2150419|	5|	55.5542|	0.00615927 (0, 0.342174, 0) |	57.1672|	46.6224|	35.9551|	87.896|	|	
1|	2150478|	5|	73.1132|	0.0175975 (1.28661, 0, 0) |	83.3058|	67.0527|	43.5169|	101.434|	|	
1|	2150536|	5|	48.9377|	0.0163761 (0, 0, 0.801411) |	66.6871|	51.2545|	37.3304|	73.3786|	|	
1|	2244279|	5|	53.1431|	0.0152664 (0, 0.811303, 0) |	97.0586|	72.7617|	16.1909|	58.5509|	|	
1|	2244330|	5|	23.9783|	0.0468697 (0, 1.12386, 0) |	75.6762|	68.7197|	87.5427|	85.9785|	|	
1|	2244333|	5|	31.1796|	0.0528476 (0, 0.802525, 0.845243) |	76.3873|	54.7814|	34.6356|	58.8784|	|	
1|	2244351|	5|	52.9575|	0.0185574 (0, 0.982753, 0) |	39.2384|	35.2465|	47.2543|	97.218|	|	
1|	2244405|	5|	61.2916|	0.0392929 (0, 1.22183, 1.1865) |	44.9656|	31.5257|	39.994|	78.7911|	|	
1|	2244423|	5|	33.2136|	0.0217319 (0, 0.203993, 0.517803) |	127.56|	39.1714|	126.82|	76.8207|	|	
1|	2244428|	5|	44.8764|	0.0170866 (0.766788, 0, 0) |	67.4279|	38.4673|	28.8717|	65.5069|	|	
1|	2244455|	5|	55.2836|	0.00436969 (0, 0.241572, 0) |	55.5159|	32.084|	14.9938|	40.8621|	|	
1|	2244562|	5|	28.4476|	0.0174277 (0, 0.495775, 0) |	101.753|	59.4711|	46.2763|	67.8703|	|	
1|	2244598|	5|	24.2086|	0.0867199 (0, 1.57659, 0.522779) |	56.4282|	41.4439|	84.596|	82.4571|	|	
1|	2244627|	5|	23.5881|	0.0427705 (1.00888, 0, 0) |	73.7815|	69.3399|	62.3409|	45.3682|	|	
1|	2244712|	5|	28.3523|	0.0697414 (0, 1.97733, 0) |	47.5755|	44.3666|	38.0699|	63.3063|	|	
1|	2244804|	5|	84.8202|	0.0236708 (0, 0, 2.00776) |	117.456|	50.1364|	83.8594|	74.3406|	|	
1|	2244810|	5|	41.6458|	0 (0, 0, 0) |	92.6755|	51.3977|	42.2454|	78.3967|	|	
1|	2244820|	5|	58.2393|	0.0113142 (0.658934, 0, 0) |	78.0972|	37.7023|	32.8807|	78.5979|	|	
1|	2244867|	5|	42.0723|	0.0111126 (0, 0.467533, 0) |	58.6405|	50.8513|	55.831|	72.9979|	|	
1|	2244887|	5|	25.5001|	0.0609646 (0, 0.787097, 0.767505) |	61.3078|	44.8352|	29.4874|	53.0446|	|	
1|	2450384|	5|	59.5257|	0.0747112 (0, 2.10983, 2.3374) |	68.4362|	55.905|	63.054|	86.6538|	|	
1|	2450415|	5|	28.5262|	0.0781765 (0, 1.27369, 0.95639) |	79.6016|	61.6518|	66.8071|	87.0834|	|	
1|	2450497|	5|	40.0445|	0.140657 (3.62889, 2.00366, 0) |	114.701|	60.6313|	81.0954|	44.8544|	|	
1|	2450530|	5|	40.066|	0.018202 (0, 0.729282, 0) |	62.9811|	32.3456|	55.5351|	69.2152|	|	
1|	2450545|	5|	26.7266|	0.0133169 (0, 0.355916, 0) |	61.1036|	58.6435|	57.3349|	41.647|	|	
1|	2450603|	5|	31.2364|	0.137306 (0, 4.28894, 0) |	63.5146|	48.7542|	56.747|	80.914|	|	
1|	2450607|	5|	36.6774|	0 (0, 0, 0) |	62.8028|	41.3244|	55.0651|	75.2955|	|	
1|	2450640|	5|	27.2894|	0.0256705 (0, 0, 0.700535) |	57.7639|	46.9833|	80.3262|	47.8783|	|	
1|	2450703|	5|	38.3617|	0 (0, 0, 0) |	53.285|	33.5621|	14.3462|	40.8242|	|	
1|	2450717|	5|	64.6213|	0.0531901 (3.43721, 0, 0) |	69.1704|	31.4641|	36.2578|	73.5665|	|	
1|	2450818|	5|	30.2801|	0.0724592 (0.846498, 0.642445, 0.705127) |	81.0621|	79.9018|	58.7671|	72.7725|	|	
1|	2450820|	5|	22.1965|	0.0292086 (0, 0.648327, 0) |	69.5752|	66.1723|	66.5001|	74.8155|	|	
1|	2450835|	5|	44.3102|	0.0533888 (0, 2.36567, 0) |	115.969|	89.8567|	42.9293|	77.2017|	|	
1|	2450872|	5|	30.5915|	0.108791 (2.65327, 0, 0.674805) |	36.9382|	30.7861|	72.4127|	70.956|	|	
1|	2450873|	5|	29.2914|	0 (0, 0, 0) |	66.9473|	46.168|	55.4037|	64.5278|	|	
1|	2469825|	5|	57.135|	0 (0, 0, 0) |	89.1078|	41.6533|	53.9133|	67.3556|	|	
1|	2469838|	5|	23.5686|	0 (0, 0, 0) |	283.222|	98.0617|	161.167|	45.5864|	|	
1|	2469847|	5|	42.5855|	0.0512963 (0.671462, 0.0820457, 1.43097) |	65.0972|	39.5877|	58.1407|	96.0168|	|	
1|	2469881|	5|	34.3749|	0.0191973 (0, 0.659904, 0) |	161.215|	140.909|	44.4112|	77.2544|	|	
1|	2469887|	5|	35.8696|	0.0401979 (0, 0, 1.44188) |	56.3204|	46.7729|	34.5919|	63.6327|	|	
1|	2469979|	5|	49.6083|	0.0531873 (1.35149, 1.28704, 0) |	37.6758|	35.417|	34.3382|	79.6902|	|	
1|	2470008|	5|	42.4147|	0.020782 (0, 0.881462, 0) |	54.1296|	51.3413|	57.9046|	82.3095|	|	
1|	2470078|	5|	106.432|	0.0219026 (0, 0, 2.33113) |	118.966|	35.3067|	28.4234|	56.721|	|	
1|	2470207|	5|	34.3586|	0.128264 (0, 1.05334, 3.35363) |	70.5196|	33.7382|	42.4591|	57.0875|	|	
1|	2470315|	5|	34.6491|	0.126834 (0.748578, 3.64609, 0) |	83.6818|	53.2817|	61.6976|	82.1844|	|	
1|	2470386|	5|	27.482|	0.0189843 (0, 0.521726, 0) |	91.7715|	91.191|	68.0678|	83.6698|	|	
1|	2482156|	5|	38.9077|	0.0644578 (0, 1.80343, 0.704476) |	101.839|	80.1968|	40.5165|	45.3847|	|	
1|	2482248|	5|	27.633|	0.0251358 (0, 0.694577, 0) |	82.6643|	41.0737|	110.077|	81.5547|	|	
1|	2482270|	5|	58.5338|	0.0208877 (0, 1.22264, 0) |	58.1883|	56.2004|	39.2068|	65.3053|	|	
1|	2482303|	5|	61.4219|	0.00900581 (0, 0, 0.553153) |	41.0835|	34.6725|	42.4072|	63.1697|	|	
1|	2482313|	5|	24.9238|	0.119731 (0, 2.38407, 0.600087) |	47.5871|	30.063|	44.3143|	49.6874|	|	
1|	2482344|	5|	55.5735|	0.0312468 (0, 1.73649, 0) |	107.19|	96.8839|	54.2172|	88.9528|	|	
1|	2482466|	5|	30.7492|	0.0473919 (0, 1.45726, 0) |	138.647|	90.0242|	40.0599|	69.1003|	|	
1|	2482503|	5|	25.7422|	0.0970605 (0.836192, 1.66236, 0) |	61.7794|	48.7821|	25.6157|	50.8071|	|	
1|	2482509|	5|	88.6605|	0.0240974 (1.91836, 0.218129, 0) |	38.9395|	34.8391|	40.1771|	105.229|	|	
1|	2482524|	5|	43.3913|	0.0163655 (0, 0.71012, 0) |	173.91|	73.3224|	120.24|	78.5399|	|	
1|	2482533|	5|	40.4548|	0 (0, 0, 0) |	60.7286|	51.4234|	29.7127|	65.2553|	|	
1|	2482590|	5|	21.5129|	0.0578488 (0, 1.2445, 0) |	81.5542|	42.2793|	97.2619|	78.5742|	|	
1|	2482604|	5|	129.417|	0.0250719 (0, 3.24472, 0) |	176.317|	32.0907|	54.6125|	70.7805|	|	
1|	2482645|	5|	31.8455|	0.11246 (0.933505, 0.26504, 2.38279) |	206.605|	43.6782|	157.537|	69.0643|	|	
1|	2482652|	5|	108.294|	0.00568503 (0, 0.615654, 0) |	136.518|	59.2214|	51.4618|	85.2735|	|	
1|	2482692|	5|	56.8684|	0.00985072 (0, 0.560194, 0) |	128.985|	32.9082|	85.1841|	76.4491|	|	
1|	2482738|	5|	75.0351|	0.0196338 (0, 1.47322, 0) |	78.277|	55.7906|	53.1616|	75.6659|	|	
1|	2482746|	5|	45.5984|	0 (0, 0, 0) |	141.505|	104.458|	49.7623|	74.947|	|	
1|	2482775|	5|	63.5181|	0 (0, 0, 0) |	86.2535|	82.1934|	37.1029|	83.1247|	|	
1|	2482782|	5|	52.0831|	0.068718 (0, 1.59844, 1.9806) |	53.6479|	45.23|	26.7269|	73.4194|	|	
1|	2078582|	5|	31.4464|	0.0570537 (0, 1.79413, 0) |	112.104|	95.7013|	13.6049|	41.3462|	|	
1|	2078604|	5|	62.7107|	0.051489 (0.912945, 2.31597, 0) |	50.478|	31.5245|	43.7559|	99.4158|	|	
1|	2078609|	5|	28.8375|	0 (0, 0, 0) |	140.726|	95.3129|	70.7384|	46.7915|	|	
1|	2078614|	5|	40.7201|	0.0852652 (1.53435, 1.93766, 0) |	66.0566|	52.8872|	26.1423|	64.6841|	|	
1|	2078801|	5|	31.4174|	0.0599421 (0, 0.564112, 1.31911) |	137.915|	77.1868|	86.7501|	58.7938|	|	
1|	2078804|	5|	76.752|	0 (0, 0, 0) |	36.2449|	31.03|	27.4831|	87.3599|	|	
1|	2078907|	5|	83.4618|	0.00846335 (0, 0.706367, 0) |	61.1272|	32.9619|	32.1659|	96.0113|	|	
1|	2078914|	5|	72.6609|	0.00806535 (0, 0.586035, 0) |	173.744|	126.322|	36.6574|	85.1911|	|	
1|	2078953|	5|	28.4082|	0.0657899 (0, 1.86897, 0) |	87.7731|	51.6519|	97.4568|	82.9605|	|	
1|	2078961|	5|	44.1749|	0.132373 (1.67506, 1.59985, 2.57267) |	77.7956|	50.8458|	70.3951|	97.593|	|	
1|	2078965|	5|	45.2241|	0 (0, 0, 0) |	80.3335|	77.8316|	63.3757|	96.0382|	|	
1|	2079039|	5|	68.7847|	0.0339051 (0, 1.74578, 0.586375) |	149.713|	46.8258|	101.847|	81.0255|	|	
1|	2079087|	5|	40.5693|	0.0757962 (0, 2.54157, 0.53343) |	52.6997|	38.5454|	36.7329|	73.737|	|	
1|	2079099|	5|	26.261|	0 (0, 0, 0) |	78.8022|	75.6832|	30.8384|	56.5038|	|	
1|	2079111|	5|	43.9189|	0.0370376 (0, 0.255452, 1.3712) |	71.801|	50.6711|	45.882|	86.2913|	|	
1|	2533503|	6|	49.8797|	0.0662523 (0, 1.97799, 1.32665) |	83.0252|	52.9502|	35.453|	82.9057|	|	
1|	2533525|	6|	33.611|	0.0506148 (1.70121, 0, 0) |	145.286|	109.126|	43.7583|	76.3276|	|	
1|	2533604|	6|	23.0894|	0.0768342 (0.759811, 0.30476, 0.709487) |	97.4078|	63.5184|	39.6925|	60.5443|	|	
1|	2533608|	6|	39.9463|	0.0472077 (0, 1.88577, 0) |	40.9015|	32.8794|	60.7627|	82.8588|	|	
1|	2533778|	6|	78.2252|	0.0138295 (0.802134, 0.279684, 0) |	43.3481|	42.837|	62.456|	54.2779|	|	
1|	2533785|	6|	38.0741|	0.0155838 (0, 0.59334, 0) |	84.8644|	51.217|	56.8162|	76.5764|	|	
1|	2533827|	6|	27.9055|	0.113153 (0, 3.1576, 0) |	43.5679|	31.0004|	48.2066|	72.7053|	|	
1|	2533834|	6|	46.889|	0.0129159 (0, 0.605613, 0) |	63.065|	42.1139|	16.2437|	55.1509|	|	
1|	2533873|	6|	53.5794|	0.0370045 (0.648194, 1.33448, 0) |	65.0807|	30.3487|	47.3082|	73.8711|	|	
1|	2533891|	6|	26.6647|	0 (0, 0, 0) |	42.622|	32.5697|	42.1153|	57.1438|	|	
1|	2533900|	6|	38.597|	0.0611361 (0, 0, 2.35967) |	266.305|	105.234|	140.644|	54.8979|	|	
1|	2533927|	6|	38.1492|	0.0580536 (0.691891, 1.52281, 0) |	122.701|	75.0665|	59.7669|	80.6357|	|	
1|	2533974|	6|	53.1331|	0.0216795 (1.1519, 0, 0) |	111.777|	68.9261|	54.7257|	96.5627|	|	
1|	2766212|	6|	21.4031|	0.0912142 (0, 1.95227, 0) |	49.9333|	38.6819|	73.2928|	57.1033|	|	
1|	2766238|	6|	28.2342|	0.0827783 (0, 2.33718, 0) |	86.8791|	74.652|	47.8589|	69.5236|	|	
1|	2766245|	6|	31.1556|	0.00575384 (0, 0.179265, 0) |	70.2077|	40.5595|	58.8461|	74.9679|	|	
1|	2766262|	6|	21.2457|	0.0750217 (0.835418, 0.758474, 0) |	60.7192|	40.032|	71.1944|	64.8626|	|	
1|	2766279|	6|	39.5|	0.0879112 (0, 0.775994, 2.6965) |	91.018|	67.817|	42.0654|	76.9876|	|	
1|	2766286|	6|	23.5039|	0.100585 (0.79476, 1.56938, 0) |	63.4408|	40.7796|	67.6086|	55.6477|	|	
1|	2766295|	6|	45.4876|	0.0391813 (0, 1.78226, 0) |	80.4125|	75.3149|	48.3091|	81.3511|	|	
1|	2766306|	6|	86.0763|	0.00496216 (0, 0.427124, 0) |	57.7429|	38.7346|	42.5537|	101.531|	|	
1|	2766467|	6|	66.508|	0.0183728 (0, 0.59413, 0.627807) |	63.461|	40.0623|	37.3892|	89.1176|	|	
1|	2766486|	6|	30.8558|	0.0257679 (0, 0.795088, 0) |	40.3551|	30.2616|	68.9772|	72.8912|	|	
1|	2766529|	6|	58.1785|	0.00981943 (0.571279, 0, 0) |	43.8609|	35.1698|	41.9775|	74.5458|	|	
1|	2766564|	6|	97.9688|	0.00826125 (0, 0, 0.809345) |	58.8597|	53.3442|	12.7855|	65.7415|	|	
1|	2766664|	6|	25.7118|	0.0591363 (1.0248, 0.495703, 0) |	95.5532|	83.0222|	39.4669|	54.9427|	|	
1|	2766700|	6|	22.1804|	0 (0, 0, 0) |	56.1549|	49.4001|	86.526|	77.7765|	|	
1|	2766713|	6|	38.721|	0.0401655 (0.763595, 0.791655, 0) |	75.3524|	40.5354|	41.538|	66.6273|	|	
1|	2766755|	6|	41.2144|	0.0146302 (0.602974, 0, 0) |	74.4903|	34.2984|	28.4709|	57.5222|	|	
1|	2766793|	6|	26.9793|	0.0562087 (0.851353, 0.665119, 0) |	113.444|	50.3807|	98.9329|	76.0433|	|	
1|	2614135|	6|	72.3198|	0.0470988 (0, 1.60724, 1.79893) |	64.2108|	39.0986|	44.807|	87.5635|	|	
1|	2614152|	6|	39.1366|	0.0948684 (1.9554, 1.2466, 0.510828) |	67.8092|	39.6345|	57.5119|	71.3125|	|	
1|	2614155|	6|	35.6203|	0.0244984 (0, 0.872639, 0) |	58.2527|	33.7077|	57.8093|	73.3908|	|	
1|	2614157|	6|	30.9108|	0.0252056 (0, 0.779124, 0) |	130.966|	111.887|	29.7053|	60.6002|	|	
1|	2614228|	6|	28.7981|	0.0283273 (0, 0.815771, 0) |	46.3194|	41.0508|	37.625|	49.626|	|	
1|	2614268|	6|	24.8444|	0 (0, 0, 0) |	58.7525|	45.312|	47.9335|	68.8457|	|	
1|	2614378|	6|	42.9689|	0.0875038 (0, 2.38382, 1.37612) |	79.1118|	70.1778|	42.1455|	44.6274|	|	
1|	2614400|	6|	56.6841|	0 (0, 0, 0) |	64.4586|	49.2458|	70.162|	77.0795|	|	
1|	2614439|	6|	22.8765|	0.0105507 (0, 0.241363, 0) |	102.528|	36.3107|	105.871|	95.6223|	|	
1|	2614478|	6|	54.5805|	0.0680862 (0, 1.10342, 2.61276) |	104.819|	31.6242|	51.9946|	70.4128|	|	
1|	2614545|	6|	39.5118|	0.00625586 (0, 0.24718, 0) |	44.2477|	41.6957|	24.9937|	62.6352|	|	
1|	2614624|	6|	25.0757|	0 (0, 0, 0) |	56.5081|	35.9838|	39.4218|	56.295|	|	
1|	2614685|	6|	58.0623|	0 (0, 0, 0) |	73.7522|	60.332|	15.9858|	60.4562|	|	
1|	2614732|	6|	71.7245|	0.0133281 (0, 0.955951, 0) |	93.4898|	56.9294|	51.7926|	121.85|	|	
1|	2687557|	6|	23.7338|	0.0617184 (0, 1.46481, 0) |	90.3126|	56.6934|	37.9186|	55.4448|	|	
1|	2687581|	6|	58.2633|	0 (0, 0, 0) |	93.9656|	38.0248|	74.0048|	51.6987|	|	
1|	2687593|	6|	41.3962|	0.0382128 (0, 1.58187, 0) |	52.2655|	43.8135|	41.3433|	67.584|	|	
1|	2687608|	6|	28.3712|	0.0322755 (0.686574, 0.22912, 0) |	93.6849|	61.5713|	72.0552|	90.2422|	|	
1|	2687648|	6|	65.524|	0.0441052 (0.895294, 1.99466, 0) |	72.2035|	50.4418|	39.0434|	44.5598|	|	
1|	2687778|	6|	23.5911|	0.0494611 (0, 0.180153, 0.986687) |	67.3458|	43.1396|	39.3286|	60.9184|	|	
1|	2687793|	6|	33.9376|	0.0125747 (0, 0.426756, 0) |	45.2482|	34.0453|	57.9568|	85.2106|	|	
1|	2687823|	6|	41.984|	0.0467708 (1.31547, 0.648157, 0) |	112.905|	89.201|	37.6192|	72.6638|	|	
1|	2687831|	6|	26.9081|	0.0364847 (0.771144, 0.21059, 0) |	86.8142|	70.0155|	61.2092|	79.4449|	|	
1|	2687849|	6|	49.2545|	0.0910154 (0.699989, 3.78293, 0) |	65.0232|	43.4276|	35.9607|	84.1583|	|	
1|	2687884|	6|	26.8991|	0.136843 (0.845901, 1.88665, 0.948402) |	53.9819|	34.0752|	77.9754|	89.637|	|	
1|	2687897|	6|	40.1502|	0.0312542 (0, 1.25486, 0) |	97.0769|	82.0988|	47.4485|	87.0662|	|	
1|	2687925|	6|	28.8462|	0.0468522 (0, 0.560776, 0.790733) |	327.583|	225.137|	105.217|	77.1448|	|	
1|	2688001|	6|	36.3894|	0.0297897 (0, 0.123779, 0.960252) |	47.2373|	40.1246|	79.618|	83.1796|	|	
1|	2688136|	6|	44.1321|	0.0541046 (1.60738, 0.780366, 0) |	50.6308|	49.8392|	86.0392|	84.25|	|	
1|	2688170|	6|	51.9619|	0.002558 (0, 0.132918, 0) |	170.972|	103.289|	40.1326|	56.6186|	|	
1|	3868187|	8|	51.3307|	0.00513984 (0, 0.263831, 0) |	58.2987|	39.1581|	55.218|	69.7725|	|	
1|	3868197|	8|	26.0921|	0 (0, 0, 0) |	80.0711|	59.1204|	32.7094|	44.512|	|	
1|	3868218|	8|	67.7895|	0.00629283 (0, 0.426588, 0) |	66.2985|	41.8091|	36.2443|	92.513|	|	
1|	3868223|	8|	23.4768|	0.0755269 (0, 0.517042, 1.25609) |	104.404|	44.7386|	107.186|	89.5328|	|	
1|	3868388|	8|	79.8856|	0.0131879 (0, 1.05353, 0) |	158.787|	52.6447|	18.8088|	55.9667|	|	
1|	3868419|	8|	27.6295|	0.108512 (2.99814, 0, 0) |	241.698|	159.767|	116.148|	95.8451|	|	
1|	3868426|	8|	38.5476|	0.0512046 (0, 1.97381, 0) |	109.796|	54.8737|	66.1714|	66.6331|	|	
1|	3868434|	8|	59.8322|	0.0341967 (0, 0.604028, 1.44203) |	61.2797|	50.8862|	32.1998|	78.8299|	|	
1|	3868566|	8|	46.9157|	0.12206 (0, 4.25071, 1.4758) |	48.2101|	42.2384|	42.0723|	88.2979|	|	
1|	3868600|	8|	49.8788|	0.00266966 (0, 0.133159, 0) |	93.7271|	79.9994|	15.7218|	53.4519|	|	
1|	3868686|	8|	29.3246|	0.0242584 (0, 0, 0.711366) |	51.4404|	42.8651|	63.7043|	45.3325|	|	
1|	3868688|	8|	88.6742|	0 (0, 0, 0) |	210.421|	31.7295|	144.701|	58.3125|	|	
1|	3868700|	8|	64.2178|	0.0207329 (0, 1.33142, 0) |	68.537|	33.6228|	24.7583|	64.8621|	|	
1|	3868723|	8|	33.1974|	0 (0, 0, 0) |	59.8742|	48.3279|	29.3432|	61.4122|	|	
1|	3868727|	8|	103.812|	0.00821483 (0, 0.852802, 0) |	51.8041|	31.4301|	18.2574|	77.0619|	|	
1|	3868736|	8|	35.7837|	0.024472 (0, 0.8757, 0) |	52.2633|	47.7357|	30.5236|	43.4826|	|	
1|	3868765|	8|	81.467|	0.00790082 (0, 0, 0.643656) |	60.8719|	51.9926|	17.4369|	75.1131|	|	
1|	3868783|	8|	78.0557|	0.0244539 (0, 1.90877, 0) |	105.452|	33.9851|	22.5051|	72.527|	|	
1|	3868786|	8|	47.1803|	0 (0, 0, 0) |	93.1989|	90.9522|	34.0993|	80.1873|	|	
1|	3816239|	8|	64.6957|	0.0308161 (0, 1.24203, 0.75164) |	56.927|	39.6171|	37.8429|	95.253|	|	
1|	3816240|	8|	86.1431|	0.00627173 (0, 0.540266, 0) |	125.662|	92.6571|	24.0473|	67.0546|	|	
1|	3816257|	8|	81.2871|	0.00207538 (0, 0.168702, 0) |	73.2497|	30.6763|	26.9636|	77.8584|	|	
1|	3816262|	8|	36.2426|	0 (0, 0, 0) |	59.4346|	42.6132|	30.5414|	47.8263|	|	
1|	3816276|	8|	52.2042|	0 (0, 0, 0) |	93.7219|	52.3244|	22.1332|	58.1843|	|	
1|	3816312|	8|	51.6331|	0 (0, 0, 0) |	81.2165|	52.6157|	38.6781|	82.0297|	|	
1|	3816373|	8|	30.4424|	0.0325021 (0, 0.989441, 0) |	46.0571|	34.6255|	38.7503|	60.8026|	|	
1|	3816403|	8|	27.2717|	0.126534 (0.946607, 1.86057, 0.643621) |	79.2556|	75.265|	63.8004|	82.9302|	|	
1|	3816411|	8|	40.9345|	0.0722265 (0, 2.95656, 0) |	67.986|	61.3912|	39.1501|	78.8562|	|	
1|	3816414|	8|	29.1371|	0.013336 (0, 0.388572, 0) |	62.8526|	49.6613|	68.0019|	71.4815|	|	
1|	3816464|	8|	89.2962|	0.0319688 (0.87607, 1.97862, 0) |	43.2061|	40.6897|	25.6865|	59.8051|	|	
1|	3816580|	8|	58.4111|	0.0190013 (0, 1.10989, 0) |	77.4852|	32.7651|	27.989|	76.0032|	|	
1|	3816598|	8|	60.6853|	0.0115026 (0, 0, 0.698037) |	42.2982|	35.5127|	45.4566|	78.6639|	|	
1|	3816619|	8|	41.3576|	0 (0, 0, 0) |	93.3684|	76.491|	38.6076|	72.0366|	|	
1|	3816620|	8|	76.9365|	0.0575642 (0, 4.42879, 0) |	156.481|	103.005|	28.2791|	86.4108|	|	
1|	3816674|	8|	58.6308|	0 (0, 0, 0) |	73.4138|	45.8416|	74.275|	103.254|	|	
1|	3816691|	8|	38.3768|	0.0981031 (1.65861, 1.38211, 0.724157) |	60.0705|	43.8072|	35.97|	67.0917|	|	
1|	3816704|	8|	36.5931|	0.0689716 (0, 2.52389, 0) |	54.8066|	37.6939|	30.5529|	62.8625|	|	
1|	3816742|	8|	30.642|	0 (0, 0, 0) |	102.745|	51.2588|	52.8289|	79.595|	|	
1|	3771334|	8|	28.2772|	0 (0, 0, 0) |	118.122|	60.1886|	79.1324|	70.4373|	|	
1|	3771352|	8|	45.5017|	0.0549766 (0.791368, 1.71016, 0) |	94.2009|	81.1593|	17.0756|	54.7843|	|	
1|	3771439|	8|	46.847|	0 (0, 0, 0) |	190.369|	140.139|	54.9381|	41.671|	|	
1|	3771471|	8|	69.5414|	0.0506924 (0.785008, 2.74021, 0) |	59.6594|	50.5549|	50.4519|	117.419|	|	
1|	3771483|	8|	49.5431|	0.0884311 (0, 3.82224, 0.558913) |	80.5707|	39.8582|	30.3376|	58.7853|	|	
1|	3771485|	8|	28.0564|	0.0488687 (0, 1.37108, 0) |	40.3144|	37.3818|	85.647|	79.3116|	|	
1|	3771486|	8|	70.0442|	0.00854497 (0, 0.598526, 0) |	51.326|	36.9522|	50.4582|	69.5236|	|	
1|	3771510|	8|	49.3416|	0.00399287 (0, 0.197015, 0) |	53.1157|	31.6957|	73.3285|	113.208|	|	
1|	3771611|	8|	126.342|	0.021615 (1.90753, 0.823364, 0) |	225.619|	71.7214|	53.1404|	41.4835|	|	
