1 | 2244423 | 5 | 33.2136 | 0.0217319 ( 0 0.203993 0.517803 ) | 
1 | 2244428 | 5 | 44.8764 | 0.0170866 ( 0.766788 0 0 ) | 
1 | 2244438 | 5 | 60.7789 | 0 ( 0 0 0 ) | 
1 | 2244444 | 5 | 45.914 | 0.0271498 ( 0 1.24656 0 ) | 
1 | 2244455 | 5 | 55.2836 | 0.00436969 ( 0 0.241572 0 ) | 
1 | 2244483 | 5 | 73.21 | 0.0226576 ( 1.65876 0 0 ) | 
1 | 2244491 | 5 | 74.4374 | 0.11598 ( 3.95831 2.63504 2.0399 ) | 
1 | 2244495 | 5 | 36.1642 | 0.00762676 ( 0 0.275815 0 ) | 
1 | 2244497 | 5 | 60.9926 | 0.0270007 ( 1.0215 0.625344 0 ) | 
1 | 2244512 | 5 | 78.083 | 0.00584975 ( 0 0.456766 0 ) | 
1 | 2244530 | 5 | 62.9565 | 0.0775859 ( 1.06705 3.81749 0 ) | 
1 | 2244531 | 5 | 79.1 | 0.0345182 ( 0 2.73039 0 ) | 
1 | 2244562 | 5 | 28.4476 | 0.0174277 ( 0 0.495775 0 ) | 
1 | 2244572 | 5 | 28.413 | 0.0929024 ( 0 2.63964 0 ) | 
1 | 2244581 | 5 | 40.7718 | 0 ( 0 0 0 ) | 
1 | 2244584 | 5 | 36.4856 | 0.034188 ( 0 1.24737 0 ) | 
1 | 2244598 | 5 | 24.2086 | 0.0867199 ( 0 1.57659 0.522779 ) | 
1 | 2244627 | 5 | 23.5881 | 0.0427705 ( 1.00888 0 0 ) | 
1 | 2244631 | 5 | 24.469 | 0 ( 0 0 0 ) | 
1 | 2244662 | 5 | 29.4622 | 0.00852092 ( 0 0.251045 0 ) | 
1 | 2244682 | 5 | 41.1581 | 0.0154985 ( 0 0.637888 0 ) | 
1 | 2244712 | 5 | 28.3523 | 0.0697414 ( 0 1.97733 0 ) | 
1 | 2244722 | 5 | 61.2551 | 0.0348477 ( 0 2.1346 0 ) | 
1 | 2244737 | 5 | 98.7538 | 0.0146208 ( 0 1.44386 0 ) | 
1 | 2244741 | 5 | 20.412 | 0 ( 0 0 0 ) | 
1 | 2244751 | 5 | 36.0834 | 0.0571658 ( 2.06274 0 0 ) | 
1 | 2244786 | 5 | 68.0316 | 0.0200569 ( 0 1.3645 0 ) | 
1 | 2244804 | 5 | 84.8202 | 0.0236708 ( 0 0 2.00776 ) | 
1 | 2244808 | 5 | 27.9408 | 0.0285486 ( 0.797671 0 0 ) | 
1 | 2244810 | 5 | 41.6458 | 0 ( 0 0 0 ) | 
1 | 2244814 | 5 | 46.2219 | 0.0927428 ( 2.22237 2.06438 0 ) | 
1 | 2244818 | 5 | 78.2225 | 0.0270203 ( 0.808679 1.30492 0 ) | 
1 | 2244819 | 5 | 32.724 | 0.0484734 ( 0 1.58624 0 ) | 
1 | 2244820 | 5 | 58.2393 | 0.0113142 ( 0.658934 0 0 ) | 
1 | 2244862 | 5 | 41.2212 | 0.0137011 ( 0 0.564776 0 ) | 
1 | 2244867 | 5 | 42.0723 | 0.0111126 ( 0 0.467533 0 ) | 
1 | 2244887 | 5 | 25.5001 | 0.0609646 ( 0 0.787097 0.767505 ) | 
1 | 2244899 | 5 | 60.0567 | 0.0113617 ( 0 0 0.682346 ) | 
1 | 2450305 | 5 | 24.8671 | 0.0259267 ( 0 0.644722 0 ) | 
1 | 2450337 | 5 | 68.3152 | 0.0171787 ( 0 1.17356 0 ) | 
1 | 2450384 | 5 | 59.5257 | 0.0747112 ( 0 2.10983 2.3374 ) | 
1 | 2450387 | 5 | 31.0521 | 0.0805618 ( 2.50162 0 0 ) | 
1 | 2450400 | 5 | 46.7861 | 0.0569978 ( 1.55104 1.11566 0 ) | 
1 | 2450415 | 5 | 28.5262 | 0.0781765 ( 0 1.27369 0.95639 ) | 
1 | 2450437 | 5 | 31.867 | 0 ( 0 0 0 ) | 
1 | 2450475 | 5 | 28.746 | 0.0657401 ( 0 1.27944 0.610325 ) | 
1 | 2450487 | 5 | 24.805 | 0.0853407 ( 0 2.11688 0 ) | 
1 | 2450497 | 5 | 40.0445 | 0.140657 ( 3.62889 2.00366 0 ) | 
1 | 2450502 | 5 | 49.2823 | 0.0528435 ( 0 2.60425 0 ) | 
1 | 2450504 | 5 | 223.493 | 0.00960739 ( 0 1.51921 0.627976 ) | 
1 | 2450514 | 5 | 20.5465 | 0.0146515 ( 0 0.301036 0 ) | 
1 | 2450525 | 5 | 47.5646 | 0 ( 0 0 0 ) | 
1 | 2450530 | 5 | 40.066 | 0.018202 ( 0 0.729282 0 ) | 
1 | 2450537 | 5 | 45.8906 | 0.10297 ( 0 3.48537 1.24 ) | 
1 | 2450541 | 5 | 46.0867 | 0.110512 ( 1.5468 1.12175 2.42458 ) | 
1 | 2450545 | 5 | 26.7266 | 0.0133169 ( 0 0.355916 0 ) | 
1 | 2450551 | 5 | 37.1774 | 0.140646 ( 0 5.22884 0 ) | 
1 | 2450573 | 5 | 33.0292 | 0.052679 ( 0 1.73995 0 ) | 
1 | 2450594 | 5 | 43.0007 | 0.0499952 ( 0 2.14983 0 ) | 
1 | 2450603 | 5 | 31.2364 | 0.137306 ( 0 4.28894 0 ) | 
1 | 2450607 | 5 | 36.6774 | 0 ( 0 0 0 ) | 
1 | 2450617 | 5 | 28.1093 | 0.0103977 ( 0 0.292271 0 ) | 
1 | 2450640 | 5 | 27.2894 | 0.0256705 ( 0 0 0.700535 ) | 
1 | 2450660 | 5 | 36.9063 | 0.0500167 ( 0.95304 0.892888 0 ) | 
1 | 2450703 | 5 | 38.3617 | 0 ( 0 0 0 ) | 
1 | 2450717 | 5 | 64.6213 | 0.0531901 ( 3.43721 0 0 ) | 
1 | 2450785 | 5 | 113.668 | 0.011238 ( 0 1.2774 0 ) | 
1 | 2450818 | 5 | 30.2801 | 0.0724592 ( 0.846498 0.642445 0.705127 ) | 
1 | 2450820 | 5 | 22.1965 | 0.0292086 ( 0 0.648327 0 ) | 
1 | 2450827 | 5 | 54.6263 | 0.0216233 ( 0 0.193129 0.988071 ) | 
1 | 2450835 | 5 | 44.3102 | 0.0533888 ( 0 2.36567 0 ) | 
1 | 2450872 | 5 | 30.5915 | 0.108791 ( 2.65327 0 0.674805 ) | 
1 | 2450873 | 5 | 29.2914 | 0 ( 0 0 0 ) | 
1 | 2450884 | 5 | 93.9289 | 0.00634158 ( 0 0.595657 0 ) | 
1 | 2450897 | 5 | 62.3713 | 0.0124616 ( 0 0 0.777245 ) | 
1 | 2450920 | 5 | 35.6461 | 0 ( 0 0 0 ) | 
1 | 2469813 | 5 | 22.0947 | 0 ( 0 0 0 ) | 
1 | 2469825 | 5 | 57.135 | 0 ( 0 0 0 ) | 
1 | 2469838 | 5 | 23.5686 | 0 ( 0 0 0 ) | 
1 | 2469841 | 5 | 39.7695 | 0.00657528 ( 0 0.261496 0 ) | 
1 | 2469847 | 5 | 42.5855 | 0.0512963 ( 0.671462 0.0820457 1.43097 ) | 
1 | 2469881 | 5 | 34.3749 | 0.0191972 ( 0 0.659904 0 ) | 
1 | 2469887 | 5 | 35.8696 | 0.0401979 ( 0 0 1.44188 ) | 
1 | 2469907 | 5 | 24.6752 | 0.0152828 ( 0 0.377107 0 ) | 
1 | 2469918 | 5 | 36.056 | 0.0482923 ( 0 1.74123 0 ) | 
1 | 2469929 | 5 | 63.4039 | 0.0175421 ( 0 1.11224 0 ) | 
1 | 2469935 | 5 | 35.6155 | 0.0257453 ( 0 0.179383 0.737551 ) | 
1 | 2469941 | 5 | 63.5362 | 0.00549095 ( 0 0.348875 0 ) | 
1 | 2469979 | 5 | 49.6083 | 0.0531873 ( 1.35149 1.28704 0 ) | 
1 | 2469982 | 5 | 25.4665 | 0.0957759 ( 0 1.65606 0.783023 ) | 
1 | 2469990 | 5 | 75.5712 | 0.0210684 ( 0 0.893664 0.698498 ) | 
1 | 2469993 | 5 | 53.2502 | 0.062744 ( 0 2.00717 1.33396 ) | 
1 | 2470008 | 5 | 42.4147 | 0.020782 ( 0 0.881462 0 ) | 
1 | 2470078 | 5 | 106.432 | 0.0219026 ( 0 0 2.33113 ) | 
1 | 2470083 | 5 | 20.9903 | 0.0277482 ( 0 0 0.582444 ) | 
1 | 2470090 | 5 | 59.8136 | 0.0176905 ( 0.905044 0.153088 0 ) | 
1 | 2470116 | 5 | 44.6052 | 0.0306209 ( 0 1.36585 0 ) | 
1 | 2470119 | 5 | 34.0526 | 0.126465 ( 1.16386 1.26008 1.88253 ) | 
1 | 2470120 | 5 | 35.1736 | 0.0233329 ( 0 0.820703 0 ) | 
1 | 2470127 | 5 | 49.4823 | 0.033987 ( 1.19193 0.48982 0 ) | 
1 | 2470131 | 5 | 66.1954 | 0.0234662 ( 0 0 1.55335 ) | 
1 | 2470145 | 5 | 38.517 | 0.0774703 ( 0 2.44447 0.539456 ) | 
1 | 2470164 | 5 | 45.1623 | 0.0719445 ( 0 3.24918 0 ) | 
1 | 2470191 | 5 | 33.6274 | 0.0394912 ( 0.789811 0.538173 0 ) | 
1 | 2470206 | 5 | 25.0292 | 0.0155293 ( 0 0.388685 0 ) | 
1 | 2470207 | 5 | 34.3586 | 0.128264 ( 0 1.05334 3.35363 ) | 
1 | 2470216 | 5 | 36.3298 | 0.0135837 ( 0 0.493492 0 ) | 
1 | 2470234 | 5 | 36.0858 | 0 ( 0 0 0 ) | 
1 | 2470235 | 5 | 34.2471 | 0 ( 0 0 0 ) | 
1 | 2470244 | 5 | 57.2566 | 0.0202718 ( 0.64648 0.514212 0 ) | 
1 | 2470278 | 5 | 38.71 | 0.0369906 ( 0.589434 0.842469 0 ) | 
