Exactly one tight muon:
------------------------------------------------------------------------------------
Initial	Scrap	HEHB	Trigger	PV	Muon	LMVeto	LEVeto	Jet	MT	bTag

19069	19069	0	1444	1442	1185	0	0	0	0	0
------------------------------------------------------------------------------------

RunNumber|	EventNumber|	LumiBlock|	ptLepton|	relIso|	ptjet1|	ptjet2|	MET|	MT|	btagjet1|	btagjet2
================================================================================================================================
1|	3099238|	7|	62.686|	0.0686311 (0, 4.30221, 0) |	|	|				
1|	3099246|	7|	42.4635|	0.043944 (0, 0, 1.86601) |	|	|				
1|	3099256|	7|	37.4623|	0.0268318 (0, 0, 1.00518) |	|	|				
1|	3099275|	7|	125.47|	0.00747552 (0, 0.937952, 0) |	|	|				
1|	3099285|	7|	58.8525|	0.0174195 (0, 1.02518, 0) |	|	|				
1|	3099313|	7|	35.3501|	0.0802331 (0.886353, 1.94989, 0) |	|	|				
1|	3099329|	7|	40.3119|	0 (0, 0, 0) |	|	|				
1|	3099336|	7|	35.4856|	0 (0, 0, 0) |	|	|				
1|	3099345|	7|	39.8485|	0.0406497 (0, 1.61983, 0) |	|	|				
1|	3099365|	7|	54.7227|	0.0588244 (1.12097, 1.12063, 0.977427) |	|	|				
1|	3099402|	7|	27.9304|	0.0300261 (0.83864, 0, 0) |	|	|				
1|	3099406|	7|	31.7037|	0.0418138 (0, 1.32566, 0) |	|	|				
1|	3099408|	7|	59.8483|	0.145205 (0, 7.12578, 1.56449) |	|	|				
1|	3099410|	7|	44.8451|	0.0555926 (0, 2.49305, 0) |	|	|				
1|	3099435|	7|	48.6907|	0 (0, 0, 0) |	|	|				
1|	3099439|	7|	60.8031|	0.0443072 (0, 2.69402, 0) |	|	|				
1|	3099455|	7|	55.3724|	0.0290669 (0.743185, 0.28768, 0.57864) |	|	|				
1|	3099484|	7|	70.531|	0.0452614 (0.802127, 0.411433, 1.97877) |	|	|				
1|	3099492|	7|	50.8866|	0.0105141 (0, 0, 0.535028) |	|	|				
1|	3099510|	7|	29.7492|	0.0545078 (0, 1.04231, 0.579256) |	|	|				
1|	3099515|	7|	40.1561|	0.114956 (1.41425, 2.39351, 0.808431) |	|	|				
1|	3099528|	7|	59.7638|	0.044948 (0.928256, 0.354627, 1.40338) |	|	|				
1|	3099529|	7|	62.4712|	0.0085694 (0, 0.535341, 0) |	|	|				
1|	3099565|	7|	44.3899|	0.0378969 (1.0761, 0.606137, 0) |	|	|				
1|	3099584|	7|	68.5742|	0.041759 (0.862573, 0, 2.00102) |	|	|				
1|	3099586|	7|	20.7154|	0.0263649 (0, 0.54616, 0) |	|	|				
1|	3099616|	7|	40.0532|	0.0801321 (0, 2.30877, 0.900772) |	|	|				
1|	3406474|	7|	89.6705|	0.0106265 (0, 0.432749, 0.520131) |	|	|				
1|	3406478|	7|	37.2457|	0.0563711 (0, 1.10182, 0.997762) |	|	|				
1|	3406482|	7|	37.281|	0.0575104 (0, 1.26238, 0.881661) |	|	|				
1|	3406484|	7|	46.522|	0.101405 (0, 3.06235, 1.65522) |	|	|				
1|	3406507|	7|	52.1432|	0.0227326 (0.902423, 0.282929, 0) |	|	|				
1|	3406520|	7|	53.8745|	0.0262154 (0, 0.655887, 0.756456) |	|	|				
1|	3406551|	7|	38.6899|	0 (0, 0, 0) |	|	|				
1|	3406561|	7|	29.6353|	0.0683165 (0, 1.47154, 0.553045) |	|	|				
1|	3406564|	7|	49.075|	0 (0, 0, 0) |	|	|				
1|	3406576|	7|	90.9691|	0 (0, 0, 0) |	|	|				
1|	3406626|	7|	55.5118|	0.0093617 (0, 0.519684, 0) |	|	|				
1|	3406672|	7|	40.6861|	0.0373019 (1.51767, 0, 0) |	|	|				
1|	3406682|	7|	21.2281|	0.0601523 (0, 0.732723, 0.544194) |	|	|				
1|	3406706|	7|	30.3938|	0.0808986 (0.985533, 1.47329, 0) |	|	|				
1|	3406707|	7|	20.6113|	0.053179 (0, 1.09609, 0) |	|	|				
1|	3406708|	7|	31.4804|	0.0549928 (0, 1.04075, 0.690447) |	|	|				
1|	3406714|	7|	33.3892|	0.0596133 (0, 0.543104, 1.44734) |	|	|				
1|	3406739|	7|	26.3007|	0.0296497 (0, 0.19085, 0.588958) |	|	|				
1|	3406753|	7|	21.2271|	0.0857065 (0, 1.8193, 0) |	|	|				
1|	3406773|	7|	36.6701|	0.109456 (0.80672, 2.67188, 0.535166) |	|	|				
1|	3406787|	7|	60.313|	0 (0, 0, 0) |	|	|				
1|	3406800|	7|	53.5209|	0 (0, 0, 0) |	|	|				
1|	3406815|	7|	40.0373|	0.0812418 (0.704506, 1.36722, 1.18097) |	|	|				
1|	3406816|	7|	20.7618|	0.0131286 (0, 0.272573, 0) |	|	|				
1|	3406858|	7|	37.5243|	0.0359182 (0, 1.34781, 0) |	|	|				
1|	3406869|	7|	46.4399|	0.046389 (0, 1.4825, 0.671802) |	|	|				
1|	3406882|	7|	86.3363|	0.0101 (0, 0.871995, 0) |	|	|				
1|	3406896|	7|	33.5926|	0 (0, 0, 0) |	|	|				
1|	3406902|	7|	32.782|	0 (0, 0, 0) |	|	|				
1|	3407002|	7|	52.7687|	0.0310027 (0.929578, 0.706392, 0) |	|	|				
1|	3407005|	7|	50.4604|	0.0677818 (2.47614, 0.430391, 0.513766) |	|	|				
1|	3407015|	7|	26.3931|	0.0214054 (0, 0.564954, 0) |	|	|				
1|	3407051|	7|	34.5399|	0 (0, 0, 0) |	|	|				
1|	3407054|	7|	58.3249|	0.0180071 (0, 0.149852, 0.900412) |	|	|				
1|	3407079|	7|	60.9149|	0.0303062 (1.27271, 0, 0.573392) |	|	|				
1|	3447447|	7|	66.7467|	0 (0, 0, 0) |	|	|				
1|	3447451|	7|	71.6225|	0.0596159 (0, 2.14277, 2.12707) |	|	|				
1|	3447460|	7|	50.7044|	0.0136502 (0, 0, 0.692126) |	|	|				
1|	3447469|	7|	129.472|	0.0143201 (0, 1.85405, 0) |	|	|				
1|	3447493|	7|	71.1823|	0.00595596 (0, 0.423959, 0) |	|	|				
1|	3447500|	7|	97.6469|	0.0202957 (0, 1.98182, 0) |	|	|				
1|	3447505|	7|	62.3948|	0.0206817 (0.623418, 0, 0.667012) |	|	|				
1|	3447543|	7|	35.7685|	0.0197029 (0, 0.704744, 0) |	|	|				
1|	3447554|	7|	21.2603|	0.12598 (0, 2.67837, 0) |	|	|				
1|	3447559|	7|	48.2411|	0.0584974 (0, 2.82198, 0) |	|	|				
1|	3447625|	7|	30.6054|	0.0448995 (0, 0.861629, 0.512537) |	|	|				
1|	3447641|	7|	38.8445|	0.0646964 (0, 1.43024, 1.08285) |	|	|				
1|	3447646|	7|	45.9896|	0.0720035 (0, 3.31141, 0) |	|	|				
1|	3447650|	7|	28.0844|	0.0709383 (0, 0.502049, 1.49021) |	|	|				
1|	3447654|	7|	88.6744|	0.057625 (0.976886, 3.01659, 1.11639) |	|	|				
1|	3447674|	7|	28.5293|	0.114616 (1.68061, 0.863076, 0.726225) |	|	|				
1|	3447683|	7|	70.2425|	0.0428628 (0, 2.13938, 0.871416) |	|	|				
1|	3447693|	7|	55.013|	0.00936955 (0, 0.515448, 0) |	|	|				
1|	3447713|	7|	41.9637|	0.0184972 (0.776209, 0, 0) |	|	|				
1|	3447721|	7|	65.8444|	0.0462389 (0, 1.52389, 1.52068) |	|	|				
1|	3447728|	7|	70.5568|	0.0229872 (1.2182, 0.403706, 0) |	|	|				
1|	3447760|	7|	35.2827|	0 (0, 0, 0) |	|	|				
1|	3447763|	7|	58.3661|	0.0187805 (0, 1.09615, 0) |	|	|				
1|	3447768|	7|	26.9895|	0 (0, 0, 0) |	|	|				
1|	3447783|	7|	23.8092|	0.135057 (0, 1.09483, 2.12075) |	|	|				
1|	3447787|	7|	42.9473|	0.0652216 (0.844097, 1.01864, 0.938363) |	|	|				
1|	3447819|	7|	39.0085|	0.0702618 (2.74081, 0, 0) |	|	|				
1|	3447864|	7|	81.4394|	0.0177776 (0.85784, 0.589957, 0) |	|	|				
1|	3447924|	7|	20.9999|	0.0119399 (0, 0.250735, 0) |	|	|				
1|	3447939|	7|	30.9388|	0.0336782 (0, 0.452088, 0.589875) |	|	|				
1|	3447945|	7|	51.2214|	0.0396375 (1.44697, 0, 0.583322) |	|	|				
1|	3447947|	7|	34.0659|	0 (0, 0, 0) |	|	|				
1|	3447949|	7|	63.3695|	0 (0, 0, 0) |	|	|				
1|	3447955|	7|	28.6613|	0.0397635 (1.13967, 0, 0) |	|	|				
1|	3447965|	7|	56.4648|	0.00818312 (0, 0.462058, 0) |	|	|				
1|	3447967|	7|	27.0165|	0.0227251 (0.613952, 0, 0) |	|	|				
1|	3447971|	7|	42.7934|	0.0396664 (0, 0.870515, 0.826945) |	|	|				
1|	3447976|	7|	33.1657|	0.0437394 (0.851583, 0, 0.599066) |	|	|				
1|	3447978|	7|	28.2041|	0.00530441 (0, 0.149606, 0) |	|	|				
1|	3447995|	7|	57.0071|	0.046274 (0, 0.945465, 1.69249) |	|	|				
1|	3448007|	7|	53.8666|	0.0182643 (0, 0.983834, 0) |	|	|				
1|	3448018|	7|	51.0791|	0.100356 (0, 2.62379, 2.50228) |	|	|				
1|	3448030|	7|	43.2256|	0.025832 (0.602346, 0.514257, 0) |	|	|				
1|	3448049|	7|	24.5943|	0.0371271 (0, 0.913116, 0) |	|	|				
1|	3075615|	7|	70.7145|	0.0181449 (0, 1.28311, 0) |	|	|				
1|	3075626|	7|	54.7977|	0.0474406 (0, 1.45663, 1.143) |	|	|				
1|	3075641|	7|	23.1653|	0 (0, 0, 0) |	|	|				
1|	3075688|	7|	32.4821|	0.05312 (1.37755, 0.347899, 0) |	|	|				
1|	3075710|	7|	43.8499|	0.0549469 (0, 1.78259, 0.62683) |	|	|				
1|	3075747|	7|	76.0622|	0.0683364 (1.70214, 3.49568, 0) |	|	|				
1|	3075757|	7|	29.331|	0.0415514 (0, 1.21875, 0) |	|	|				
1|	3075758|	7|	123.396|	0.00837318 (0, 0.521835, 0.511384) |	|	|				
1|	3075783|	7|	28.4919|	0.0600866 (1.02133, 0.690657, 0) |	|	|				
1|	3075797|	7|	36.1901|	0.0604143 (0, 2.1864, 0) |	|	|				
1|	3075822|	7|	25.591|	0.135754 (0, 2.79029, 0.683784) |	|	|				
1|	3075844|	7|	24.635|	0.0864655 (0.941718, 0.504659, 0.683699) |	|	|				
1|	3075856|	7|	63.6974|	0 (0, 0, 0) |	|	|				
1|	3075859|	7|	70.7264|	0.00286756 (0, 0.202812, 0) |	|	|				
1|	3075865|	7|	49.3187|	0.01927 (0, 0.950372, 0) |	|	|				
1|	3075867|	7|	40.3223|	0.0215456 (0.868767, 0, 0) |	|	|				
1|	3075869|	7|	53.9149|	0.0687889 (0.91441, 2.79434, 0) |	|	|				
1|	3075883|	7|	77.5499|	0.0222392 (0, 0.226391, 1.49826) |	|	|				
1|	3075921|	7|	58.9116|	0.0366461 (1.7985, 0.360375, 0) |	|	|				
1|	3075933|	7|	42.3601|	0 (0, 0, 0) |	|	|				
1|	3075957|	7|	33.6439|	0.0739205 (0, 2.48698, 0) |	|	|				
1|	3075972|	7|	33.0847|	0.0136237 (0, 0.450735, 0) |	|	|				
1|	3075977|	7|	29.2708|	0.0577249 (1.09266, 0, 0.597001) |	|	|				
1|	3075990|	7|	20.8208|	0.028921 (0, 0.602159, 0) |	|	|				
1|	3076011|	7|	53.9673|	0.11838 (1.52188, 4.86678, 0) |	|	|				
1|	3076021|	7|	26.372|	0 (0, 0, 0) |	|	|				
1|	3076029|	7|	54.6946|	0.0344658 (0, 1.88509, 0) |	|	|				
1|	3076030|	7|	43.9431|	0.0350883 (0, 1.54189, 0) |	|	|				
1|	3076048|	7|	52.0835|	0.0196628 (0, 1.02411, 0) |	|	|				
1|	3076055|	7|	59.067|	0.0748493 (0.684123, 1.48868, 2.24832) |	|	|				
1|	3076064|	7|	35.405|	0.0505949 (0, 1.79131, 0) |	|	|				
1|	3076083|	7|	52.1794|	0.041652 (0.777984, 1.39539, 0) |	|	|				
1|	3076092|	7|	64.9555|	0.019792 (0.816007, 0.469594, 0) |	|	|				
1|	3076093|	7|	45.4891|	0 (0, 0, 0) |	|	|				
1|	3076110|	7|	28.4981|	0.0240993 (0, 0.686783, 0) |	|	|				
1|	3076167|	7|	48.2837|	0.0433679 (1.49043, 0.603528, 0) |	|	|				
1|	3076238|	7|	72.1928|	0.0678331 (1.35114, 3.54592, 0) |	|	|				
1|	3076249|	7|	47.4523|	0.028634 (1.00197, 0.356774, 0) |	|	|				
1|	3349907|	7|	69.9596|	0.0567942 (0, 3.9733, 0) |	|	|				
1|	3349909|	7|	24.8989|	0.00883309 (0, 0.219934, 0) |	|	|				
1|	3349924|	7|	48.1164|	0.0513977 (0.787704, 1.68537, 0) |	|	|				
1|	3349932|	7|	75.7127|	0.144595 (0, 8.51436, 2.43334) |	|	|				
1|	3349943|	7|	45.2629|	0.0229973 (0.622313, 0.418613, 0) |	|	|				
1|	3349958|	7|	53.4974|	0 (0, 0, 0) |	|	|				
1|	3349972|	7|	28.0849|	0.0545853 (0, 0, 1.53302) |	|	|				
1|	3349989|	7|	35.2301|	0 (0, 0, 0) |	|	|				
1|	3349994|	7|	58.7895|	0 (0, 0, 0) |	|	|				
1|	3350028|	7|	73.3364|	0.0090358 (0, 0.662653, 0) |	|	|				
1|	3350031|	7|	68.6483|	0.0587414 (2.40597, 0.738006, 0.88852) |	|	|				
1|	3350036|	7|	22.2422|	0.0508927 (0, 1.13196, 0) |	|	|				
1|	3350075|	7|	31.8483|	0.0196268 (0, 0.62508, 0) |	|	|				
1|	3350089|	7|	63.2083|	0.0197984 (0, 1.25142, 0) |	|	|				
1|	3350102|	7|	93.7118|	0.0239378 (0, 2.24325, 0) |	|	|				
1|	3350123|	7|	46.6848|	0.0286708 (0, 0, 1.33849) |	|	|				
1|	3350135|	7|	29.5493|	0 (0, 0, 0) |	|	|				
1|	3350154|	7|	86.131|	0.0190227 (0, 1.09977, 0.538678) |	|	|				
1|	3350163|	7|	32.5792|	0.0502735 (0.676181, 0.961692, 0) |	|	|				
1|	3350178|	7|	102.557|	0.00750927 (0.770127, 0, 0) |	|	|				
1|	3350211|	7|	35.3622|	0.040765 (0, 0.701526, 0.740014) |	|	|				
1|	3350214|	7|	77.6724|	0.0271205 (0, 2.10652, 0) |	|	|				
1|	3350243|	7|	57.7134|	0.0449762 (0, 2.59573, 0) |	|	|				
1|	3350279|	7|	27.9549|	0.0858379 (1.67315, 0, 0.726439) |	|	|				
1|	3350281|	7|	56.4822|	0 (0, 0, 0) |	|	|				
1|	3350282|	7|	26.2791|	0 (0, 0, 0) |	|	|				
1|	3350310|	7|	42.3766|	0 (0, 0, 0) |	|	|				
1|	3350311|	7|	53.4607|	0.00975957 (0, 0.521753, 0) |	|	|				
1|	3350333|	7|	68.1105|	0 (0, 0, 0) |	|	|				
1|	3350337|	7|	35.561|	0.0449268 (0.916195, 0.68145, 0) |	|	|				
1|	3350339|	7|	36.9005|	0 (0, 0, 0) |	|	|				
1|	3350344|	7|	51.0781|	0.00827316 (0, 0.422577, 0) |	|	|				
1|	3350376|	7|	54.6623|	0.0312082 (0, 1.70591, 0) |	|	|				
1|	3350377|	7|	50.0639|	0.0111997 (0, 0, 0.560701) |	|	|				
1|	3350386|	7|	20.9547|	0.070119 (0, 1.46932, 0) |	|	|				
1|	3350403|	7|	43.5065|	0.0192565 (0, 0.837781, 0) |	|	|				
1|	3350405|	7|	141.635|	0.0401614 (0, 2.9577, 2.73054) |	|	|				
1|	3350410|	7|	53.4145|	0 (0, 0, 0) |	|	|				
1|	3350516|	7|	24.1898|	0.0695919 (0.842612, 0.8408, 0) |	|	|				
1|	3350537|	7|	37.1236|	0.0200854 (0, 0.745643, 0) |	|	|				
1|	834168|	2|	42.0973|	0.0893694 (3.16287, 0.599347, 0) |	|	|				
1|	834176|	2|	146.962|	0.0191202 (0, 2.80995, 0) |	|	|				
1|	834188|	2|	21.4001|	0.12962 (0, 2.77389, 0) |	|	|				
1|	834231|	2|	54.5467|	0.0430738 (0, 0.7092, 1.64034) |	|	|				
1|	834255|	2|	26.3345|	0.0478673 (0, 0, 1.26056) |	|	|				
1|	834261|	2|	23.2136|	0.0994127 (1.67074, 0.636989, 0) |	|	|				
1|	834266|	2|	58.9192|	0.00688456 (0, 0.405632, 0) |	|	|				
1|	834271|	2|	35.4523|	0.103541 (0.837368, 1.71725, 1.11613) |	|	|				
1|	834286|	2|	56.8922|	0.104067 (0, 5.9206, 0) |	|	|				
1|	834287|	2|	36.2025|	0.052691 (0, 1.90755, 0) |	|	|				
1|	834301|	2|	59.9356|	0.0431691 (0, 2.58737, 0) |	|	|				
1|	834302|	2|	53.6017|	0 (0, 0, 0) |	|	|				
1|	834315|	2|	28.151|	0 (0, 0, 0) |	|	|				
1|	834340|	2|	38.1953|	0.0379203 (0, 1.44838, 0) |	|	|				
1|	834341|	2|	36.4722|	0.0383163 (0.654845, 0, 0.742636) |	|	|				
1|	834362|	2|	70.2794|	0.0149572 (0, 1.05118, 0) |	|	|				
1|	834370|	2|	68.3141|	0.0765625 (3.97361, 1.25668, 0) |	|	|				
1|	834390|	2|	39.1544|	0.0225953 (0, 0.884706, 0) |	|	|				
1|	834393|	2|	56.5046|	0.0304244 (0, 1.71912, 0) |	|	|				
1|	834394|	2|	21.5915|	0.0237802 (0, 0.513452, 0) |	|	|				
1|	834459|	2|	31.3193|	0.00293125 (0, 0.0918045, 0) |	|	|				
1|	834461|	2|	56.2642|	0.028974 (1.6302, 0, 0) |	|	|				
1|	834485|	2|	51.0618|	0 (0, 0, 0) |	|	|				
1|	834538|	2|	57.032|	0 (0, 0, 0) |	|	|				
1|	834547|	2|	80.0613|	0.021832 (0, 1.7479, 0) |	|	|				
1|	834560|	2|	44.9763|	0.0639337 (2.20033, 0.675174, 0) |	|	|				
1|	834564|	2|	41.1937|	0 (0, 0, 0) |	|	|				
1|	834618|	2|	49.1837|	0.0231406 (0, 0, 1.13814) |	|	|				
1|	834653|	2|	32.6245|	0 (0, 0, 0) |	|	|				
1|	834667|	2|	32.277|	0.0305534 (0, 0.237744, 0.748429) |	|	|				
1|	834700|	2|	73.1054|	0.0176229 (0, 1.28833, 0) |	|	|				
1|	834706|	2|	47.0782|	0.080323 (0.803909, 1.27698, 1.70057) |	|	|				
1|	834742|	2|	56.8216|	0.0204213 (0, 0.467112, 0.693261) |	|	|				
1|	834746|	2|	55.9163|	0.0778905 (0.634044, 3.16336, 0.557947) |	|	|				
1|	834755|	2|	25.9388|	0.0472667 (0, 1.22604, 0) |	|	|				
1|	834784|	2|	44.6832|	0.0563083 (0, 2.51603, 0) |	|	|				
1|	916717|	2|	32.4237|	0.0489628 (0.924362, 0.663193, 0) |	|	|				
1|	916723|	2|	51.2602|	0.0233805 (1.19849, 0, 0) |	|	|				
1|	916728|	2|	39.198|	0.0682908 (2.36241, 0.314456, 0) |	|	|				
1|	916748|	2|	30.7069|	0.0582682 (0, 0.593975, 1.19526) |	|	|				
1|	916764|	2|	44.6111|	0.0200667 (0, 0.895195, 0) |	|	|				
1|	916775|	2|	51.2264|	0.0523788 (2.68318, 0, 0) |	|	|				
1|	916803|	2|	39.774|	0.0117293 (0, 0.466521, 0) |	|	|				
1|	916840|	2|	85.8617|	0.0571103 (1.05978, 2.29258, 1.55123) |	|	|				
1|	916930|	2|	62.7945|	0 (0, 0, 0) |	|	|				
1|	916945|	2|	29.5013|	0.0176508 (0, 0, 0.520721) |	|	|				
1|	916955|	2|	63.5847|	0 (0, 0, 0) |	|	|				
1|	916956|	2|	55.4378|	0 (0, 0, 0) |	|	|				
1|	916959|	2|	20.1005|	0.0268248 (0, 0.539191, 0) |	|	|				
1|	916972|	2|	59.8301|	0.0220374 (0, 1.3185, 0) |	|	|				
1|	916978|	2|	48.7658|	0.0344958 (0.555526, 0.500884, 0.625803) |	|	|				
1|	916979|	2|	70.586|	0.0244396 (0, 1.03213, 0.692963) |	|	|				
1|	916983|	2|	57.0326|	0 (0, 0, 0) |	|	|				
1|	917022|	2|	34.8547|	0 (0, 0, 0) |	|	|				
1|	917026|	2|	45.9216|	0.0195194 (0, 0.896363, 0) |	|	|				
1|	917036|	2|	54.6072|	0.0153214 (0, 0.836659, 0) |	|	|				
1|	917039|	2|	50.046|	0.012626 (0, 0.631882, 0) |	|	|				
1|	917122|	2|	35.5227|	0 (0, 0, 0) |	|	|				
1|	917144|	2|	48.886|	0.0329003 (0, 1.60837, 0) |	|	|				
1|	917148|	2|	27.7411|	0 (0, 0, 0) |	|	|				
1|	917149|	2|	38.2777|	0.0220167 (0, 0.162145, 0.680604) |	|	|				
1|	917155|	2|	68.9125|	0.0210394 (0, 1.44988, 0) |	|	|				
1|	917191|	2|	21.6125|	0.1444 (0, 2.29707, 0.823786) |	|	|				
1|	917192|	2|	39.0677|	0.0572314 (0.878777, 0.793876, 0.563248) |	|	|				
1|	917196|	2|	36.7573|	0.0726164 (0, 1.30389, 1.3653) |	|	|				
1|	917203|	2|	102.158|	0.0558733 (0, 2.11621, 3.5917) |	|	|				
1|	917213|	2|	33.1682|	0.07908 (0, 0.516023, 2.10692) |	|	|				
1|	917214|	2|	21.8675|	0.0255024 (0, 0, 0.557672) |	|	|				
1|	917228|	2|	37.8372|	0.0386384 (1.02921, 0.432763, 0) |	|	|				
1|	917234|	2|	31.2863|	0.0769667 (0, 1.63969, 0.768311) |	|	|				
1|	917261|	2|	39.4848|	0.129561 (3.09927, 0.479348, 1.53708) |	|	|				
1|	917301|	2|	50.7826|	0.00664158 (0, 0.337277, 0) |	|	|				
1|	917302|	2|	24.0228|	0.0420422 (0, 0.304281, 0.70569) |	|	|				
1|	917327|	2|	52.5915|	0.0189902 (0, 0.998721, 0) |	|	|				
1|	917335|	2|	29.2254|	0.0669104 (0, 0.507582, 1.4479) |	|	|				
1|	2437984|	5|	27.7504|	0.116442 (0, 0.819599, 2.41172) |	|	|				
1|	2437992|	5|	51.6073|	0.0219576 (1.13317, 0, 0) |	|	|				
1|	2438009|	5|	34.0681|	0.0266665 (0, 0.369148, 0.539329) |	|	|				
1|	2438067|	5|	40.8003|	0.0506397 (0.803882, 1.26223, 0) |	|	|				
1|	2438148|	5|	65.4308|	0.0186968 (1.22335, 0, 0) |	|	|				
1|	2438162|	5|	48.0569|	0.0779193 (0, 1.58626, 2.1583) |	|	|				
1|	2438163|	5|	71.7049|	0.00647617 (0, 0.464373, 0) |	|	|				
1|	2438181|	5|	97.0256|	0.017408 (1.12416, 0, 0.564858) |	|	|				
1|	2438187|	5|	24.2651|	0.069049 (0, 1.67548, 0) |	|	|				
1|	2438189|	5|	35.3142|	0.0174336 (0, 0, 0.615656) |	|	|				
1|	2438190|	5|	38.8337|	0.0127282 (0, 0.494284, 0) |	|	|				
1|	2438242|	5|	42.7989|	0 (0, 0, 0) |	|	|				
1|	2438255|	5|	43.5778|	0.091761 (2.84236, 1.15638, 0) |	|	|				
1|	2438268|	5|	46.8359|	0.00951716 (0, 0.445745, 0) |	|	|				
1|	2438280|	5|	23.1825|	0.141429 (0, 1.65965, 1.61902) |	|	|				
1|	2438281|	5|	59.709|	0.020018 (0, 1.19525, 0) |	|	|				
1|	2438289|	5|	31.3882|	0.00625264 (0, 0.196259, 0) |	|	|				
1|	2438313|	5|	25.0154|	0.0850318 (0, 0.833051, 1.29405) |	|	|				
1|	2438341|	5|	46.2538|	0.0693582 (0, 3.20808, 0) |	|	|				
1|	2438354|	5|	55.7543|	0.0230886 (0, 0.3894, 0.897886) |	|	|				
1|	2438390|	5|	53.9|	0 (0, 0, 0) |	|	|				
1|	2438392|	5|	32.2374|	0 (0, 0, 0) |	|	|				
1|	2438414|	5|	66.1821|	0.0150762 (0, 0.997774, 0) |	|	|				
1|	2438424|	5|	33.8665|	0.0151556 (0.513267, 0, 0) |	|	|				
1|	2438433|	5|	46.9807|	0.0382617 (0, 0.523244, 1.27432) |	|	|				
1|	2438436|	5|	35.671|	0.00931934 (0, 0.33243, 0) |	|	|				
1|	2438460|	5|	73.5115|	0.0914309 (0, 5.6294, 1.09183) |	|	|				
1|	2438465|	5|	52.3551|	0.0611182 (1.00128, 0.344096, 1.85447) |	|	|				
1|	2438484|	5|	36.4148|	0.0115944 (0, 0.422206, 0) |	|	|				
1|	2438489|	5|	61.9712|	0.0727852 (0.967379, 0.85263, 2.69058) |	|	|				
1|	2438503|	5|	21.4681|	0.035478 (0, 0.761646, 0) |	|	|				
1|	2438516|	5|	34.263|	0.0355762 (0, 0.671604, 0.547344) |	|	|				
1|	2438520|	5|	34.7241|	0.136537 (0, 3.799, 0.942121) |	|	|				
1|	2438590|	5|	45.943|	0.0605062 (1.13388, 0.829373, 0.816579) |	|	|				
1|	2150026|	5|	32.5037|	0.0382288 (0, 0.675035, 0.567544) |	|	|				
1|	2150029|	5|	65.528|	0.0421026 (0, 0.186577, 2.57232) |	|	|				
1|	2150046|	5|	25.9696|	0.0793253 (0.927466, 1.13258, 0) |	|	|				
1|	2150063|	5|	34.0091|	0 (0, 0, 0) |	|	|				
1|	2150069|	5|	43.7188|	0.0482593 (0, 2.10984, 0) |	|	|				
1|	2150078|	5|	55.7019|	0 (0, 0, 0) |	|	|				
1|	2150105|	5|	23.586|	0.0984643 (0, 0.823957, 1.49842) |	|	|				
1|	2150125|	5|	29.4209|	0.123664 (0, 2.05942, 1.57889) |	|	|				
1|	2150139|	5|	32.7933|	0.0390349 (0, 1.28008, 0) |	|	|				
1|	2150163|	5|	57.1073|	0.0313851 (0, 1.79232, 0) |	|	|				
1|	2150173|	5|	37.0881|	0.0202687 (0, 0, 0.751728) |	|	|				
1|	2150185|	5|	46.911|	0.0711805 (0.930958, 0.713398, 1.69479) |	|	|				
1|	2150186|	5|	60.482|	0.0365606 (0, 0.702539, 1.50872) |	|	|				
1|	2150191|	5|	27.6518|	0.13052 (0, 1.9904, 1.61872) |	|	|				
1|	2150241|	5|	33.0041|	0 (0, 0, 0) |	|	|				
1|	2150242|	5|	36.0767|	0.0318322 (0, 1.1484, 0) |	|	|				
1|	2150290|	5|	40.0045|	0.0249666 (0, 0.998776, 0) |	|	|				
1|	2150303|	5|	27.8854|	0 (0, 0, 0) |	|	|				
1|	2150339|	5|	29.085|	0.00895373 (0, 0.260419, 0) |	|	|				
1|	2150379|	5|	43.0758|	0 (0, 0, 0) |	|	|				
1|	2150383|	5|	70.7116|	0.0335942 (1.01923, 1.35627, 0) |	|	|				
1|	2150389|	5|	54.8459|	0.00981998 (0, 0.538585, 0) |	|	|				
1|	2150419|	5|	55.5542|	0.00615927 (0, 0.342174, 0) |	|	|				
1|	2150453|	5|	39.5284|	0 (0, 0, 0) |	|	|				
1|	2150459|	5|	21.6341|	0.136297 (0, 2.4008, 0.547857) |	|	|				
1|	2150467|	5|	27.2107|	0.0443118 (0, 1.20575, 0) |	|	|				
1|	2150478|	5|	73.1132|	0.0175975 (1.28661, 0, 0) |	|	|				
1|	2150498|	5|	45.4036|	0.0626776 (0, 2.19394, 0.651849) |	|	|				
1|	2150501|	5|	118.828|	0.00964613 (0, 0.351056, 0.795178) |	|	|				
1|	2150515|	5|	37.956|	0.0191359 (0, 0.181606, 0.544717) |	|	|				
1|	2150536|	5|	48.9377|	0.0163761 (0, 0, 0.801411) |	|	|				
1|	2150538|	5|	22.8199|	0.139513 (1.56189, 0.667512, 0.954279) |	|	|				
1|	2150546|	5|	40.9438|	0.0838385 (0, 2.70428, 0.728391) |	|	|				
1|	2150593|	5|	26.9534|	0 (0, 0, 0) |	|	|				
1|	2150604|	5|	52.1131|	0.0195181 (0, 1.01715, 0) |	|	|				
1|	2150605|	5|	29.6213|	0.0393815 (0, 1.16653, 0) |	|	|				
