Exactly two selected jets:
------------------------------------------------------------------------------------
Initial	Scrap	HEHB	Trigger	PV	Muon	LMVeto	LEVeto	Jet	MT	bTag

19069	19069	0	1444	1442	1185	1184	1183	563	0	0
------------------------------------------------------------------------------------

RunNumber|	EventNumber|	LumiBlock|	ptLepton|	relIso|	ptjet1|	ptjet2|	MET|	MT|	btagjet1|	btagjet2
================================================================================================================================
1|	3350279|	7|	27.9549|	0.0858379 (1.67315, 0, 0.726439) |	113.49|	59.3952|	|	|	|	
1|	3350282|	7|	26.2791|	0 (0, 0, 0) |	86.7519|	83.7285|	|	|	|	
1|	3350310|	7|	42.3766|	0 (0, 0, 0) |	57.846|	38.7943|	|	|	|	
1|	3350337|	7|	35.561|	0.0449268 (0.916195, 0.68145, 0) |	38.1783|	33.3678|	|	|	|	
1|	3350376|	7|	54.6623|	0.0312082 (0, 1.70591, 0) |	105.025|	100.845|	|	|	|	
1|	3350377|	7|	50.0639|	0.0111997 (0, 0, 0.560701) |	55.8106|	53.7924|	|	|	|	
1|	3350403|	7|	43.5065|	0.0192565 (0, 0.837781, 0) |	67.456|	39.1605|	|	|	|	
1|	3350410|	7|	53.4145|	0 (0, 0, 0) |	118.715|	88.794|	|	|	|	
1|	3350537|	7|	37.1236|	0.0200854 (0, 0.745643, 0) |	80.6522|	51.9772|	|	|	|	
1|	834168|	2|	42.0973|	0.0893694 (3.16287, 0.599347, 0) |	125.098|	118.959|	|	|	|	
1|	834176|	2|	146.962|	0.0191202 (0, 2.80995, 0) |	248.566|	89.9546|	|	|	|	
1|	834188|	2|	21.4001|	0.12962 (0, 2.77389, 0) |	62.9682|	62.9677|	|	|	|	
1|	834231|	2|	54.5467|	0.0430738 (0, 0.7092, 1.64034) |	94.0011|	50.9929|	|	|	|	
1|	834271|	2|	35.4523|	0.103541 (0.837368, 1.71725, 1.11613) |	49.0851|	36.0472|	|	|	|	
1|	834287|	2|	36.2025|	0.052691 (0, 1.90755, 0) |	35.5343|	32.87|	|	|	|	
1|	834315|	2|	28.151|	0 (0, 0, 0) |	79.155|	50.8127|	|	|	|	
1|	834341|	2|	36.4722|	0.0383163 (0.654845, 0, 0.742636) |	97.7993|	48.3128|	|	|	|	
1|	834362|	2|	70.2794|	0.0149572 (0, 1.05118, 0) |	154.439|	104.68|	|	|	|	
1|	834370|	2|	68.3141|	0.0765625 (3.97361, 1.25668, 0) |	88.2615|	52.5805|	|	|	|	
1|	834560|	2|	44.9763|	0.0639337 (2.20033, 0.675174, 0) |	69.1215|	40.842|	|	|	|	
1|	834564|	2|	41.1937|	0 (0, 0, 0) |	55.6649|	45.1941|	|	|	|	
1|	834653|	2|	32.6245|	0 (0, 0, 0) |	75.5692|	41.0594|	|	|	|	
1|	834700|	2|	73.1054|	0.0176229 (0, 1.28833, 0) |	98.2758|	62.8689|	|	|	|	
1|	834706|	2|	47.0782|	0.080323 (0.803909, 1.27698, 1.70057) |	129.652|	77.0252|	|	|	|	
1|	834746|	2|	55.9163|	0.0778905 (0.634044, 3.16336, 0.557947) |	83.3563|	66.3824|	|	|	|	
1|	834755|	2|	25.9388|	0.0472667 (0, 1.22604, 0) |	43.4845|	38.9646|	|	|	|	
1|	834784|	2|	44.6832|	0.0563083 (0, 2.51603, 0) |	71.6183|	56.6418|	|	|	|	
1|	916723|	2|	51.2602|	0.0233805 (1.19849, 0, 0) |	128.048|	96.3436|	|	|	|	
1|	916775|	2|	51.2264|	0.0523788 (2.68318, 0, 0) |	83.0547|	59.1572|	|	|	|	
1|	916840|	2|	85.8617|	0.0571103 (1.05978, 2.29258, 1.55123) |	93.3614|	66.9571|	|	|	|	
1|	916930|	2|	62.7945|	0 (0, 0, 0) |	60.191|	59.3333|	|	|	|	
1|	916956|	2|	55.4378|	0 (0, 0, 0) |	116.31|	90.6844|	|	|	|	
1|	916972|	2|	59.8301|	0.0220374 (0, 1.3185, 0) |	82.8195|	56.0277|	|	|	|	
1|	917022|	2|	34.8547|	0 (0, 0, 0) |	70.3185|	48.3409|	|	|	|	
1|	917036|	2|	54.6072|	0.0153214 (0, 0.836659, 0) |	60.0364|	35.3962|	|	|	|	
1|	917122|	2|	35.5227|	0 (0, 0, 0) |	91.781|	32.3607|	|	|	|	
1|	917149|	2|	38.2777|	0.0220167 (0, 0.162145, 0.680604) |	60.0767|	36.0484|	|	|	|	
1|	917196|	2|	36.7573|	0.0726164 (0, 1.30389, 1.3653) |	97.0723|	88.4645|	|	|	|	
1|	917203|	2|	102.158|	0.0558733 (0, 2.11621, 3.5917) |	102.149|	64.6674|	|	|	|	
1|	917261|	2|	39.4848|	0.129561 (3.09927, 0.479348, 1.53708) |	37.2631|	32.8521|	|	|	|	
1|	917301|	2|	50.7826|	0.00664158 (0, 0.337277, 0) |	92.8061|	30.7086|	|	|	|	
1|	917302|	2|	24.0228|	0.0420422 (0, 0.304281, 0.70569) |	48.3218|	45.3093|	|	|	|	
1|	917327|	2|	52.5915|	0.0189902 (0, 0.998721, 0) |	36.4188|	30.3739|	|	|	|	
1|	917335|	2|	29.2254|	0.0669104 (0, 0.507582, 1.4479) |	31.2076|	30.0909|	|	|	|	
1|	2437984|	5|	27.7504|	0.116442 (0, 0.819599, 2.41172) |	76.5702|	44.2243|	|	|	|	
1|	2437992|	5|	51.6073|	0.0219576 (1.13317, 0, 0) |	85.7525|	42.63|	|	|	|	
1|	2438162|	5|	48.0569|	0.0779193 (0, 1.58626, 2.1583) |	66.2759|	57.512|	|	|	|	
1|	2438181|	5|	97.0256|	0.017408 (1.12416, 0, 0.564858) |	90.4397|	38.94|	|	|	|	
1|	2438187|	5|	24.2651|	0.069049 (0, 1.67548, 0) |	57.7689|	46.7359|	|	|	|	
1|	2438280|	5|	23.1825|	0.141429 (0, 1.65965, 1.61902) |	112.608|	88.809|	|	|	|	
1|	2438354|	5|	55.7543|	0.0230886 (0, 0.3894, 0.897886) |	118.804|	83.011|	|	|	|	
1|	2438390|	5|	53.9|	0 (0, 0, 0) |	63.8676|	51.1929|	|	|	|	
1|	2438414|	5|	66.1821|	0.0150762 (0, 0.997774, 0) |	39.6339|	31.2813|	|	|	|	
1|	2438433|	5|	46.9807|	0.0382617 (0, 0.523244, 1.27432) |	115.426|	76.3501|	|	|	|	
1|	2438465|	5|	52.3551|	0.0611182 (1.00128, 0.344096, 1.85447) |	55.7298|	31.2188|	|	|	|	
1|	2438489|	5|	61.9712|	0.0727852 (0.967379, 0.85263, 2.69058) |	73.527|	70.1862|	|	|	|	
1|	2438516|	5|	34.263|	0.0355762 (0, 0.671604, 0.547344) |	119.999|	72.9139|	|	|	|	
1|	2438590|	5|	45.943|	0.0605062 (1.13388, 0.829373, 0.816579) |	74.8946|	30.233|	|	|	|	
1|	2150026|	5|	32.5037|	0.0382288 (0, 0.675035, 0.567544) |	53.2166|	41.4676|	|	|	|	
1|	2150029|	5|	65.528|	0.0421026 (0, 0.186577, 2.57232) |	58.7533|	46.2576|	|	|	|	
1|	2150046|	5|	25.9696|	0.0793253 (0.927466, 1.13258, 0) |	52.6501|	43.8984|	|	|	|	
1|	2150063|	5|	34.0091|	0 (0, 0, 0) |	46.2622|	45.0188|	|	|	|	
1|	2150125|	5|	29.4209|	0.123664 (0, 2.05942, 1.57889) |	40.8518|	30.5374|	|	|	|	
1|	2150139|	5|	32.7933|	0.0390349 (0, 1.28008, 0) |	96.1191|	38.1858|	|	|	|	
1|	2150173|	5|	37.0881|	0.0202687 (0, 0, 0.751728) |	73.5529|	47.628|	|	|	|	
1|	2150241|	5|	33.0041|	0 (0, 0, 0) |	79.5614|	54.1478|	|	|	|	
1|	2150290|	5|	40.0045|	0.0249666 (0, 0.998776, 0) |	92.0115|	52.2541|	|	|	|	
1|	2150303|	5|	27.8854|	0 (0, 0, 0) |	109.379|	93.919|	|	|	|	
1|	2150339|	5|	29.085|	0.00895373 (0, 0.260419, 0) |	50.0255|	41.3277|	|	|	|	
1|	2150383|	5|	70.7116|	0.0335942 (1.01923, 1.35627, 0) |	39.9607|	39.374|	|	|	|	
1|	2150419|	5|	55.5542|	0.00615927 (0, 0.342174, 0) |	57.1672|	46.6224|	|	|	|	
1|	2150453|	5|	39.5284|	0 (0, 0, 0) |	133.816|	71.9521|	|	|	|	
1|	2150459|	5|	21.6341|	0.136297 (0, 2.4008, 0.547857) |	53.2918|	33.1771|	|	|	|	
1|	2150478|	5|	73.1132|	0.0175975 (1.28661, 0, 0) |	83.3058|	67.0527|	|	|	|	
1|	2150536|	5|	48.9377|	0.0163761 (0, 0, 0.801411) |	66.6871|	51.2545|	|	|	|	
1|	2150645|	5|	29.9827|	0.0770658 (0, 0.450721, 1.85992) |	100.753|	95.1143|	|	|	|	
1|	2244279|	5|	53.1431|	0.0152664 (0, 0.811303, 0) |	97.0586|	72.7617|	|	|	|	
1|	2244330|	5|	23.9783|	0.0468697 (0, 1.12386, 0) |	75.6762|	68.7197|	|	|	|	
1|	2244333|	5|	31.1796|	0.0528476 (0, 0.802525, 0.845243) |	76.3873|	54.7814|	|	|	|	
1|	2244351|	5|	52.9575|	0.0185574 (0, 0.982753, 0) |	39.2384|	35.2465|	|	|	|	
1|	2244405|	5|	61.2916|	0.0392929 (0, 1.22183, 1.1865) |	44.9656|	31.5257|	|	|	|	
1|	2244423|	5|	33.2136|	0.0217319 (0, 0.203993, 0.517803) |	127.56|	39.1714|	|	|	|	
1|	2244428|	5|	44.8764|	0.0170866 (0.766788, 0, 0) |	67.4279|	38.4673|	|	|	|	
1|	2244455|	5|	55.2836|	0.00436969 (0, 0.241572, 0) |	55.5159|	32.084|	|	|	|	
1|	2244512|	5|	78.083|	0.00584975 (0, 0.456766, 0) |	66.74|	65.37|	|	|	|	
1|	2244562|	5|	28.4476|	0.0174277 (0, 0.495775, 0) |	101.753|	59.4711|	|	|	|	
1|	2244598|	5|	24.2086|	0.0867199 (0, 1.57659, 0.522779) |	56.4282|	41.4439|	|	|	|	
1|	2244627|	5|	23.5881|	0.0427705 (1.00888, 0, 0) |	73.7815|	69.3399|	|	|	|	
1|	2244712|	5|	28.3523|	0.0697414 (0, 1.97733, 0) |	47.5755|	44.3666|	|	|	|	
1|	2244722|	5|	61.2551|	0.0348477 (0, 2.1346, 0) |	59.7907|	51.6559|	|	|	|	
1|	2244804|	5|	84.8202|	0.0236708 (0, 0, 2.00776) |	117.456|	50.1364|	|	|	|	
1|	2244810|	5|	41.6458|	0 (0, 0, 0) |	92.6755|	51.3977|	|	|	|	
1|	2244820|	5|	58.2393|	0.0113142 (0.658934, 0, 0) |	78.0972|	37.7023|	|	|	|	
1|	2244867|	5|	42.0723|	0.0111126 (0, 0.467533, 0) |	58.6405|	50.8513|	|	|	|	
1|	2244887|	5|	25.5001|	0.0609646 (0, 0.787097, 0.767505) |	61.3078|	44.8352|	|	|	|	
1|	2450337|	5|	68.3152|	0.0171787 (0, 1.17356, 0) |	37.2663|	31.6293|	|	|	|	
1|	2450384|	5|	59.5257|	0.0747112 (0, 2.10983, 2.3374) |	68.4362|	55.905|	|	|	|	
1|	2450415|	5|	28.5262|	0.0781765 (0, 1.27369, 0.95639) |	79.6016|	61.6518|	|	|	|	
1|	2450497|	5|	40.0445|	0.140657 (3.62889, 2.00366, 0) |	114.701|	60.6313|	|	|	|	
1|	2450530|	5|	40.066|	0.018202 (0, 0.729282, 0) |	62.9811|	32.3456|	|	|	|	
1|	2450545|	5|	26.7266|	0.0133169 (0, 0.355916, 0) |	61.1036|	58.6435|	|	|	|	
1|	2450603|	5|	31.2364|	0.137306 (0, 4.28894, 0) |	63.5146|	48.7542|	|	|	|	
1|	2450607|	5|	36.6774|	0 (0, 0, 0) |	62.8028|	41.3244|	|	|	|	
1|	2450640|	5|	27.2894|	0.0256705 (0, 0, 0.700535) |	57.7639|	46.9833|	|	|	|	
1|	2450703|	5|	38.3617|	0 (0, 0, 0) |	53.285|	33.5621|	|	|	|	
1|	2450717|	5|	64.6213|	0.0531901 (3.43721, 0, 0) |	69.1704|	31.4641|	|	|	|	
1|	2450818|	5|	30.2801|	0.0724592 (0.846498, 0.642445, 0.705127) |	81.0621|	79.9018|	|	|	|	
1|	2450820|	5|	22.1965|	0.0292086 (0, 0.648327, 0) |	69.5752|	66.1723|	|	|	|	
1|	2450835|	5|	44.3102|	0.0533888 (0, 2.36567, 0) |	115.969|	89.8567|	|	|	|	
1|	2450872|	5|	30.5915|	0.108791 (2.65327, 0, 0.674805) |	36.9382|	30.7861|	|	|	|	
1|	2450873|	5|	29.2914|	0 (0, 0, 0) |	66.9473|	46.168|	|	|	|	
1|	2450884|	5|	93.9289|	0.00634158 (0, 0.595657, 0) |	249.324|	115.056|	|	|	|	
1|	2450920|	5|	35.6461|	0 (0, 0, 0) |	103.497|	96.5575|	|	|	|	
1|	2469825|	5|	57.135|	0 (0, 0, 0) |	89.1078|	41.6533|	|	|	|	
1|	2469838|	5|	23.5686|	0 (0, 0, 0) |	283.222|	98.0617|	|	|	|	
1|	2469847|	5|	42.5855|	0.0512963 (0.671462, 0.0820457, 1.43097) |	65.0972|	39.5877|	|	|	|	
1|	2469881|	5|	34.3749|	0.0191973 (0, 0.659904, 0) |	161.215|	140.909|	|	|	|	
1|	2469887|	5|	35.8696|	0.0401979 (0, 0, 1.44188) |	56.3204|	46.7729|	|	|	|	
1|	2469907|	5|	24.6752|	0.0152828 (0, 0.377107, 0) |	116.682|	92.143|	|	|	|	
1|	2469929|	5|	63.4039|	0.0175421 (0, 1.11224, 0) |	97.4689|	54.728|	|	|	|	
1|	2469979|	5|	49.6083|	0.0531873 (1.35149, 1.28704, 0) |	37.6758|	35.417|	|	|	|	
1|	2470008|	5|	42.4147|	0.020782 (0, 0.881462, 0) |	54.1296|	51.3413|	|	|	|	
1|	2470078|	5|	106.432|	0.0219026 (0, 0, 2.33113) |	118.966|	35.3067|	|	|	|	
1|	2470090|	5|	59.8136|	0.0176905 (0.905044, 0.153088, 0) |	41.9749|	40.5735|	|	|	|	
1|	2470131|	5|	66.1954|	0.0234662 (0, 0, 1.55335) |	53.3803|	37.8385|	|	|	|	
1|	2470206|	5|	25.0292|	0.0155293 (0, 0.388685, 0) |	90.2585|	59.3|	|	|	|	
1|	2470207|	5|	34.3586|	0.128264 (0, 1.05334, 3.35363) |	70.5196|	33.7382|	|	|	|	
1|	2470244|	5|	57.2566|	0.0202718 (0.64648, 0.514212, 0) |	95.6807|	75.9689|	|	|	|	
1|	2470315|	5|	34.6491|	0.126834 (0.748578, 3.64609, 0) |	83.6818|	53.2817|	|	|	|	
1|	2470386|	5|	27.482|	0.0189843 (0, 0.521726, 0) |	91.7715|	91.191|	|	|	|	
1|	2470393|	5|	35.2553|	0.0541771 (0, 1.91003, 0) |	72.0956|	64.4547|	|	|	|	
1|	2470404|	5|	74.4587|	0.051255 (0, 2.94611, 0.870274) |	197.541|	128.922|	|	|	|	
1|	2482152|	5|	32.3142|	0 (0, 0, 0) |	37.3892|	36.9906|	|	|	|	
1|	2482156|	5|	38.9077|	0.0644578 (0, 1.80343, 0.704476) |	101.839|	80.1968|	|	|	|	
1|	2482231|	5|	21.7124|	0.0657455 (0, 1.4275, 0) |	148.443|	69.625|	|	|	|	
1|	2482248|	5|	27.633|	0.0251358 (0, 0.694577, 0) |	82.6643|	41.0737|	|	|	|	
1|	2482270|	5|	58.5338|	0.0208877 (0, 1.22264, 0) |	58.1883|	56.2004|	|	|	|	
1|	2482303|	5|	61.4219|	0.00900581 (0, 0, 0.553153) |	41.0835|	34.6725|	|	|	|	
1|	2482313|	5|	24.9238|	0.119731 (0, 2.38407, 0.600087) |	47.5871|	30.063|	|	|	|	
1|	2482344|	5|	55.5735|	0.0312468 (0, 1.73649, 0) |	107.19|	96.8839|	|	|	|	
1|	2482379|	5|	38.8006|	0.0233544 (0, 0.906164, 0) |	90.1794|	71.7909|	|	|	|	
1|	2482403|	5|	56.6126|	0.0758374 (0, 0, 4.29336) |	218.243|	39.92|	|	|	|	
1|	2482466|	5|	30.7492|	0.0473919 (0, 1.45726, 0) |	138.647|	90.0242|	|	|	|	
1|	2482503|	5|	25.7422|	0.0970605 (0.836192, 1.66236, 0) |	61.7794|	48.7821|	|	|	|	
1|	2482509|	5|	88.6605|	0.0240974 (1.91836, 0.218129, 0) |	38.9395|	34.8391|	|	|	|	
1|	2482524|	5|	43.3913|	0.0163655 (0, 0.71012, 0) |	173.91|	73.3224|	|	|	|	
1|	2482533|	5|	40.4548|	0 (0, 0, 0) |	60.7286|	51.4234|	|	|	|	
1|	2482590|	5|	21.5129|	0.0578488 (0, 1.2445, 0) |	81.5542|	42.2793|	|	|	|	
1|	2482604|	5|	129.417|	0.0250719 (0, 3.24472, 0) |	176.317|	32.0907|	|	|	|	
1|	2482645|	5|	31.8455|	0.11246 (0.933505, 0.26504, 2.38279) |	206.605|	43.6782|	|	|	|	
1|	2482652|	5|	108.294|	0.00568503 (0, 0.615654, 0) |	136.518|	59.2214|	|	|	|	
1|	2482692|	5|	56.8684|	0.00985072 (0, 0.560194, 0) |	128.985|	32.9082|	|	|	|	
1|	2482738|	5|	75.0351|	0.0196338 (0, 1.47322, 0) |	78.277|	55.7906|	|	|	|	
1|	2482746|	5|	45.5984|	0 (0, 0, 0) |	141.505|	104.458|	|	|	|	
1|	2482775|	5|	63.5181|	0 (0, 0, 0) |	86.2535|	82.1934|	|	|	|	
1|	2482782|	5|	52.0831|	0.068718 (0, 1.59844, 1.9806) |	53.6479|	45.23|	|	|	|	
1|	2078555|	5|	32.79|	0.0101535 (0, 0.332931, 0) |	37.0621|	30.0548|	|	|	|	
1|	2078582|	5|	31.4464|	0.0570537 (0, 1.79413, 0) |	112.104|	95.7013|	|	|	|	
1|	2078604|	5|	62.7107|	0.051489 (0.912945, 2.31597, 0) |	50.478|	31.5245|	|	|	|	
1|	2078609|	5|	28.8375|	0 (0, 0, 0) |	140.726|	95.3129|	|	|	|	
1|	2078614|	5|	40.7201|	0.0852652 (1.53435, 1.93766, 0) |	66.0566|	52.8872|	|	|	|	
1|	2078765|	5|	39.2889|	0.0279957 (0, 1.09992, 0) |	57.4514|	48.114|	|	|	|	
1|	2078801|	5|	31.4174|	0.0599421 (0, 0.564112, 1.31911) |	137.915|	77.1868|	|	|	|	
1|	2078804|	5|	76.752|	0 (0, 0, 0) |	36.2449|	31.03|	|	|	|	
1|	2078907|	5|	83.4618|	0.00846335 (0, 0.706367, 0) |	61.1272|	32.9619|	|	|	|	
1|	2078914|	5|	72.6609|	0.00806535 (0, 0.586035, 0) |	173.744|	126.322|	|	|	|	
1|	2078953|	5|	28.4082|	0.0657899 (0, 1.86897, 0) |	87.7731|	51.6519|	|	|	|	
1|	2078961|	5|	44.1749|	0.132373 (1.67506, 1.59985, 2.57267) |	77.7956|	50.8458|	|	|	|	
1|	2078965|	5|	45.2241|	0 (0, 0, 0) |	80.3335|	77.8316|	|	|	|	
1|	2079039|	5|	68.7847|	0.0339051 (0, 1.74578, 0.586375) |	149.713|	46.8258|	|	|	|	
1|	2079087|	5|	40.5693|	0.0757962 (0, 2.54157, 0.53343) |	52.6997|	38.5454|	|	|	|	
1|	2079099|	5|	26.261|	0 (0, 0, 0) |	78.8022|	75.6832|	|	|	|	
1|	2079111|	5|	43.9189|	0.0370376 (0, 0.255452, 1.3712) |	71.801|	50.6711|	|	|	|	
1|	2079135|	5|	36.2388|	0 (0, 0, 0) |	56.2157|	44.5936|	|	|	|	
1|	2533503|	6|	49.8797|	0.0662523 (0, 1.97799, 1.32665) |	83.0252|	52.9502|	|	|	|	
1|	2533525|	6|	33.611|	0.0506148 (1.70121, 0, 0) |	145.286|	109.126|	|	|	|	
1|	2533533|	6|	33.6051|	0 (0, 0, 0) |	69.9814|	62.5371|	|	|	|	
1|	2533585|	6|	38.4193|	0.0937732 (0, 3.6027, 0) |	82.1218|	31.7781|	|	|	|	
1|	2533604|	6|	23.0894|	0.0768342 (0.759811, 0.30476, 0.709487) |	97.4078|	63.5184|	|	|	|	
1|	2533608|	6|	39.9463|	0.0472077 (0, 1.88577, 0) |	40.9015|	32.8794|	|	|	|	
1|	2533638|	6|	30.0649|	0.147458 (2.83963, 0.940608, 0.65307) |	92.0698|	46.9571|	|	|	|	
1|	2533727|	6|	33.5198|	0.0742214 (0, 2.48789, 0) |	94.7702|	84.4388|	|	|	|	
1|	2533778|	6|	78.2252|	0.0138295 (0.802134, 0.279684, 0) |	43.3481|	42.837|	|	|	|	
1|	2533785|	6|	38.0741|	0.0155838 (0, 0.59334, 0) |	84.8644|	51.217|	|	|	|	
1|	2533807|	6|	59.1655|	0.0229962 (0, 1.36058, 0) |	61.676|	44.1882|	|	|	|	
1|	2533827|	6|	27.9055|	0.113153 (0, 3.1576, 0) |	43.5679|	31.0004|	|	|	|	
1|	2533834|	6|	46.889|	0.0129159 (0, 0.605613, 0) |	63.065|	42.1139|	|	|	|	
1|	2533873|	6|	53.5794|	0.0370045 (0.648194, 1.33448, 0) |	65.0807|	30.3487|	|	|	|	
1|	2533891|	6|	26.6647|	0 (0, 0, 0) |	42.622|	32.5697|	|	|	|	
1|	2533900|	6|	38.597|	0.0611361 (0, 0, 2.35967) |	266.305|	105.234|	|	|	|	
1|	2533927|	6|	38.1492|	0.0580536 (0.691891, 1.52281, 0) |	122.701|	75.0665|	|	|	|	
1|	2533974|	6|	53.1331|	0.0216795 (1.1519, 0, 0) |	111.777|	68.9261|	|	|	|	
1|	2766212|	6|	21.4031|	0.0912142 (0, 1.95227, 0) |	49.9333|	38.6819|	|	|	|	
1|	2766238|	6|	28.2342|	0.0827783 (0, 2.33718, 0) |	86.8791|	74.652|	|	|	|	
1|	2766245|	6|	31.1556|	0.00575384 (0, 0.179265, 0) |	70.2077|	40.5595|	|	|	|	
1|	2766262|	6|	21.2457|	0.0750217 (0.835418, 0.758474, 0) |	60.7192|	40.032|	|	|	|	
1|	2766279|	6|	39.5|	0.0879112 (0, 0.775994, 2.6965) |	91.018|	67.817|	|	|	|	
1|	2766286|	6|	23.5039|	0.100585 (0.79476, 1.56938, 0) |	63.4408|	40.7796|	|	|	|	
1|	2766295|	6|	45.4876|	0.0391813 (0, 1.78226, 0) |	80.4125|	75.3149|	|	|	|	
1|	2766306|	6|	86.0763|	0.00496216 (0, 0.427124, 0) |	57.7429|	38.7346|	|	|	|	
1|	2766467|	6|	66.508|	0.0183728 (0, 0.59413, 0.627807) |	63.461|	40.0623|	|	|	|	
1|	2766486|	6|	30.8558|	0.0257679 (0, 0.795088, 0) |	40.3551|	30.2616|	|	|	|	
1|	2766529|	6|	58.1785|	0.00981943 (0.571279, 0, 0) |	43.8609|	35.1698|	|	|	|	
1|	2766564|	6|	97.9688|	0.00826125 (0, 0, 0.809345) |	58.8597|	53.3442|	|	|	|	
1|	2766664|	6|	25.7118|	0.0591363 (1.0248, 0.495703, 0) |	95.5532|	83.0222|	|	|	|	
1|	2766700|	6|	22.1804|	0 (0, 0, 0) |	56.1549|	49.4001|	|	|	|	
1|	2766713|	6|	38.721|	0.0401655 (0.763595, 0.791655, 0) |	75.3524|	40.5354|	|	|	|	
1|	2766755|	6|	41.2144|	0.0146302 (0.602974, 0, 0) |	74.4903|	34.2984|	|	|	|	
1|	2766790|	6|	83.8363|	0.0191819 (0.907302, 0.700835, 0) |	66.51|	39.2465|	|	|	|	
1|	2766793|	6|	26.9793|	0.0562087 (0.851353, 0.665119, 0) |	113.444|	50.3807|	|	|	|	
1|	2766814|	6|	20.7155|	0.0418294 (0.866519, 0, 0) |	101.116|	50.3721|	|	|	|	
1|	2766847|	6|	66.9569|	0.0365825 (0, 2.44945, 0) |	72.1262|	52.2221|	|	|	|	
1|	2614135|	6|	72.3198|	0.0470988 (0, 1.60724, 1.79893) |	64.2108|	39.0986|	|	|	|	
1|	2614152|	6|	39.1366|	0.0948684 (1.9554, 1.2466, 0.510828) |	67.8092|	39.6345|	|	|	|	
1|	2614155|	6|	35.6203|	0.0244984 (0, 0.872639, 0) |	58.2527|	33.7077|	|	|	|	
1|	2614157|	6|	30.9108|	0.0252056 (0, 0.779124, 0) |	130.966|	111.887|	|	|	|	
1|	2614173|	6|	39.0052|	0.064001 (0, 1.88784, 0.60853) |	129.209|	119.636|	|	|	|	
1|	2614228|	6|	28.7981|	0.0283273 (0, 0.815771, 0) |	46.3194|	41.0508|	|	|	|	
1|	2614268|	6|	24.8444|	0 (0, 0, 0) |	58.7525|	45.312|	|	|	|	
1|	2614321|	6|	32.8379|	0.0196468 (0.645161, 0, 0) |	69.3518|	34.673|	|	|	|	
1|	2614378|	6|	42.9689|	0.0875038 (0, 2.38382, 1.37612) |	79.1118|	70.1778|	|	|	|	
1|	2614400|	6|	56.6841|	0 (0, 0, 0) |	64.4586|	49.2458|	|	|	|	
1|	2614419|	6|	21.2797|	0.103548 (0, 1.59479, 0.608677) |	232.284|	150.259|	|	|	|	
1|	2614439|	6|	22.8765|	0.0105507 (0, 0.241363, 0) |	102.528|	36.3107|	|	|	|	
1|	2614478|	6|	54.5805|	0.0680862 (0, 1.10342, 2.61276) |	104.819|	31.6242|	|	|	|	
1|	2614545|	6|	39.5118|	0.00625586 (0, 0.24718, 0) |	44.2477|	41.6957|	|	|	|	
1|	2614613|	6|	31.853|	0 (0, 0, 0) |	119.777|	62.0881|	|	|	|	
1|	2614624|	6|	25.0757|	0 (0, 0, 0) |	56.5081|	35.9838|	|	|	|	
1|	2614643|	6|	31.9613|	0.118176 (0.68072, 1.95714, 1.13919) |	80.8457|	33.2872|	|	|	|	
1|	2614662|	6|	25.6351|	0.084154 (2.15729, 0, 0) |	62.4373|	62.3558|	|	|	|	
1|	2614685|	6|	58.0623|	0 (0, 0, 0) |	73.7522|	60.332|	|	|	|	
1|	2614732|	6|	71.7245|	0.0133281 (0, 0.955951, 0) |	93.4898|	56.9294|	|	|	|	
1|	2614739|	6|	41.4557|	0.016748 (0, 0.145593, 0.548708) |	38.7796|	32.3595|	|	|	|	
1|	2687557|	6|	23.7338|	0.0617184 (0, 1.46481, 0) |	90.3126|	56.6934|	|	|	|	
1|	2687581|	6|	58.2633|	0 (0, 0, 0) |	93.9656|	38.0248|	|	|	|	
1|	2687593|	6|	41.3962|	0.0382128 (0, 1.58187, 0) |	52.2655|	43.8135|	|	|	|	
1|	2687608|	6|	28.3712|	0.0322755 (0.686574, 0.22912, 0) |	93.6849|	61.5713|	|	|	|	
1|	2687648|	6|	65.524|	0.0441052 (0.895294, 1.99466, 0) |	72.2035|	50.4418|	|	|	|	
1|	2687675|	6|	55.4659|	0.0388174 (0, 2.15304, 0) |	122.187|	48.592|	|	|	|	
1|	2687778|	6|	23.5911|	0.0494611 (0, 0.180153, 0.986687) |	67.3458|	43.1396|	|	|	|	
1|	2687793|	6|	33.9376|	0.0125747 (0, 0.426756, 0) |	45.2482|	34.0453|	|	|	|	
1|	2687823|	6|	41.984|	0.0467708 (1.31547, 0.648157, 0) |	112.905|	89.201|	|	|	|	
1|	2687831|	6|	26.9081|	0.0364847 (0.771144, 0.21059, 0) |	86.8142|	70.0155|	|	|	|	
1|	2687849|	6|	49.2545|	0.0910154 (0.699989, 3.78293, 0) |	65.0232|	43.4276|	|	|	|	
1|	2687884|	6|	26.8991|	0.136843 (0.845901, 1.88665, 0.948402) |	53.9819|	34.0752|	|	|	|	
1|	2687897|	6|	40.1502|	0.0312542 (0, 1.25486, 0) |	97.0769|	82.0988|	|	|	|	
1|	2687925|	6|	28.8462|	0.0468522 (0, 0.560776, 0.790733) |	327.583|	225.137|	|	|	|	
1|	2688001|	6|	36.3894|	0.0297897 (0, 0.123779, 0.960252) |	47.2373|	40.1246|	|	|	|	
1|	2688007|	6|	25.6058|	0 (0, 0, 0) |	78.4931|	76.0319|	|	|	|	
